Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz2r,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0057back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 57 back",uclamss_1632_box12f06_0057back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz38,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0058.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 58",uclamss_1632_box12f06_0058,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz4s,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0058back.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 58 back",uclamss_1632_box12f06_0058back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz59,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0059a.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 59a",uclamss_1632_box12f06_0059a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz6t,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0059b.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 59b",uclamss_1632_box12f06_0059b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz7b,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0059c.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 59c",uclamss_1632_box12f06_0059c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz8v,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0060.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 60",uclamss_1632_box12f06_0060,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsz9c,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0060back.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 60 back",uclamss_1632_box12f06_0060back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszbw,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0061.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 61",uclamss_1632_box12f06_0061,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszcd,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0061back.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 61 back",uclamss_1632_box12f06_0061back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszdx,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0062.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 62",uclamss_1632_box12f06_0062,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszff,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0062back.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 62 back",uclamss_1632_box12f06_0062back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszgz,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0063.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 63",uclamss_1632_box12f06_0063,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszhg,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0064.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 64",uclamss_1632_box12f06_0064,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszj0,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0064back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 64 back",uclamss_1632_box12f06_0064back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszkh,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0065.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 65",uclamss_1632_box12f06_0065,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszm1,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0065back.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 65 back",uclamss_1632_box12f06_0065back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gsznj,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0066.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 66",uclamss_1632_box12f06_0066,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszp2,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0066back.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 66 back",uclamss_1632_box12f06_0066back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszqk,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0067.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 67",uclamss_1632_box12f06_0067,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszr3,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0067back.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 67 back",uclamss_1632_box12f06_0067back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszsm,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0068a.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 68a",uclamss_1632_box12f06_0068a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszt4,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0068b.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 68b",uclamss_1632_box12f06_0068b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszvn,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0068c.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 68c",uclamss_1632_box12f06_0068c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszw5,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0068d.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 68d",uclamss_1632_box12f06_0068d,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszxp,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0069.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 69",uclamss_1632_box12f06_0069,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gszz6,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0069back.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 69 back",uclamss_1632_box12f06_0069back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt00n,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0070.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 70",uclamss_1632_box12f06_0070,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt015,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0070back.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 70 back",uclamss_1632_box12f06_0070back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt02p,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0071.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 71",uclamss_1632_box12f06_0071,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt036,ark:/21198/zz002gsz0q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f06_0071back.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 6, 71 back",uclamss_1632_box12f06_0071back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt057,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0072.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 72",uclamss_1632_box12f07_0072,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt06r,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0072back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 72 back",uclamss_1632_box12f07_0072back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt078,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0073.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 73",uclamss_1632_box12f07_0073,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt08s,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0073back.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 73 back",uclamss_1632_box12f07_0073back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt099,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0074.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 74",uclamss_1632_box12f07_0074,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0bt,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0074back.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 74 back",uclamss_1632_box12f07_0074back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0cb,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0075.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 75",uclamss_1632_box12f07_0075,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0dv,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0075back.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 75 back",uclamss_1632_box12f07_0075back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0fc,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0076.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 76",uclamss_1632_box12f07_0076,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0gw,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0076back.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 76 back",uclamss_1632_box12f07_0076back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0hd,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0077.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 77",uclamss_1632_box12f07_0077,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0jx,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0077back.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 77 back",uclamss_1632_box12f07_0077back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0kf,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0078.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 78",uclamss_1632_box12f07_0078,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0mz,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0078back.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 78 back",uclamss_1632_box12f07_0078back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0ng,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0079.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 79",uclamss_1632_box12f07_0079,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0p0,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0079back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 79 back",uclamss_1632_box12f07_0079back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0qh,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0080.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 80",uclamss_1632_box12f07_0080,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0r1,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0080back.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 80 back",uclamss_1632_box12f07_0080back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0sj,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0081.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 81",uclamss_1632_box12f07_0081,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0t2,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0081back.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 81 back",uclamss_1632_box12f07_0081back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0vk,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0082.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 82",uclamss_1632_box12f07_0082,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0w3,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0082back.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 82 back",uclamss_1632_box12f07_0082back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0xm,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0083.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 83",uclamss_1632_box12f07_0083,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt0z4,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0083back.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 83 back",uclamss_1632_box12f07_0083back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt104,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0084.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 84",uclamss_1632_box12f07_0084,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt11n,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0084back.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 84 back",uclamss_1632_box12f07_0084back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt125,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0085.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 85",uclamss_1632_box12f07_0085,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt13p,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0085back.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 85 back",uclamss_1632_box12f07_0085back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt146,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0086.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 86",uclamss_1632_box12f07_0086,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt15q,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0086back.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 86 back",uclamss_1632_box12f07_0086back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt167,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0087.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 87",uclamss_1632_box12f07_0087,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt17r,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0087back.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 87 back",uclamss_1632_box12f07_0087back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gt188,ark:/21198/zz002gt04q,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box12f07_0088.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 12, Folder 7, 88",uclamss_1632_box12f07_0088,,,,,,,,,,,
