Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium
Minasian Collection of Armenian Materials,ark:/21198/zz002gpvxw,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0193.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 193",uclamss_1632_box09f14_0193,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpvzd,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0194.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 194",uclamss_1632_box09f14_0194,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw0d,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0195.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 195",uclamss_1632_box09f14_0195,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw1x,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0195back.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 195 back",uclamss_1632_box09f14_0195back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw2f,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0196.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 196",uclamss_1632_box09f14_0196,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw3z,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0196back.tif,34,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 196 back",uclamss_1632_box09f14_0196back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw4g,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0197a.tif,35,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 197a",uclamss_1632_box09f14_0197a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw50,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0197b.tif,36,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 197b",uclamss_1632_box09f14_0197b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw6h,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0197c.tif,37,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 197c",uclamss_1632_box09f14_0197c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw71,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0198a.tif,38,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 198a",uclamss_1632_box09f14_0198a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw8j,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0198b.tif,39,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 198b",uclamss_1632_box09f14_0198b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpw92,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0198c.tif,40,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 198c",uclamss_1632_box09f14_0198c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwbk,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0199.tif,41,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 199",uclamss_1632_box09f14_0199,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwc3,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0199back.tif,42,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 199 back",uclamss_1632_box09f14_0199back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwdm,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0200a.tif,43,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 200a",uclamss_1632_box09f14_0200a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwf4,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0200b.tif,44,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 200b",uclamss_1632_box09f14_0200b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwgn,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0200c.tif,45,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 200c",uclamss_1632_box09f14_0200c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwh5,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0201.tif,46,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 201",uclamss_1632_box09f14_0201,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwjp,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0201back.tif,47,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 201 back",uclamss_1632_box09f14_0201back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwk6,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0202a.tif,48,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 202a",uclamss_1632_box09f14_0202a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwmq,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0202b.tif,49,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 202b",uclamss_1632_box09f14_0202b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwn7,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0202c.tif,50,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 202c",uclamss_1632_box09f14_0202c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwpr,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0202d.tif,51,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 202d",uclamss_1632_box09f14_0202d,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwq8,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0202e.tif,52,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 202e",uclamss_1632_box09f14_0202e,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwrs,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0203a.tif,53,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 203a",uclamss_1632_box09f14_0203a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpws9,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0203b.tif,54,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 203b",uclamss_1632_box09f14_0203b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwtt,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0203c.tif,55,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 203c",uclamss_1632_box09f14_0203c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwvb,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0204.tif,56,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 204",uclamss_1632_box09f14_0204,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwwv,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0204back.tif,57,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 204 back",uclamss_1632_box09f14_0204back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwxc,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0205.tif,58,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 205",uclamss_1632_box09f14_0205,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpwzw,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0205back.tif,59,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 205 back",uclamss_1632_box09f14_0205back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx0w,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0206.tif,60,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 206",uclamss_1632_box09f14_0206,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx1d,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0206back.tif,61,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 206 back",uclamss_1632_box09f14_0206back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx2x,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0207.tif,62,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 207",uclamss_1632_box09f14_0207,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx3f,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0208.tif,63,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 208",uclamss_1632_box09f14_0208,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx4z,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0208back.tif,64,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 208 back",uclamss_1632_box09f14_0208back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx5g,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0209.tif,65,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 209",uclamss_1632_box09f14_0209,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx60,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0209back.tif,66,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 209 back",uclamss_1632_box09f14_0209back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx7h,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0210.tif,67,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 210",uclamss_1632_box09f14_0210,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx81,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0210back.tif,68,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 210 back",uclamss_1632_box09f14_0210back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpx9j,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0211.tif,69,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 211",uclamss_1632_box09f14_0211,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxb2,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0211back.tif,70,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 211 back",uclamss_1632_box09f14_0211back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxck,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0212.tif,71,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 212",uclamss_1632_box09f14_0212,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxd3,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0212back.tif,72,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 212 back",uclamss_1632_box09f14_0212back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxfm,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0213.tif,73,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 213",uclamss_1632_box09f14_0213,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxg4,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0213back.tif,74,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 213 back",uclamss_1632_box09f14_0213back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxhn,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0214a.tif,75,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 214a",uclamss_1632_box09f14_0214a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxj5,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0214b.tif,76,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 214b",uclamss_1632_box09f14_0214b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxkp,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0214c.tif,77,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 214c",uclamss_1632_box09f14_0214c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxm6,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0215.tif,78,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 215",uclamss_1632_box09f14_0215,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxnq,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0215back.tif,79,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 215 back",uclamss_1632_box09f14_0215back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxp7,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0216.tif,80,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 216",uclamss_1632_box09f14_0216,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxqr,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0216back.tif,81,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 216 back",uclamss_1632_box09f14_0216back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxr8,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0217.tif,82,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 217",uclamss_1632_box09f14_0217,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxss,ark:/21198/zz002gptxd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f14_0217back.tif,83,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 14, 217 back",uclamss_1632_box09f14_0217back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxvt,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0218.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 218",uclamss_1632_box09f15_0218,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxwb,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0218back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 218 back",uclamss_1632_box09f15_0218back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxxv,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0219.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 219",uclamss_1632_box09f15_0219,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpxzc,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0220.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 220",uclamss_1632_box09f15_0220,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz0c,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0221.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 221",uclamss_1632_box09f15_0221,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz1w,ark:/21198/zz002gpxt9,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f15_0221back.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 15, 221 back",uclamss_1632_box09f15_0221back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz3x,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0222.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 222",uclamss_1632_box09f16_0222,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz4f,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0222back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 222 back",uclamss_1632_box09f16_0222back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz5z,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0223.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 223",uclamss_1632_box09f16_0223,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz6g,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0224.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 224",uclamss_1632_box09f16_0224,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz70,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0224back.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 224 back",uclamss_1632_box09f16_0224back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz8h,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0225.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 225",uclamss_1632_box09f16_0225,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpz91,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0226.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 226",uclamss_1632_box09f16_0226,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpzbj,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0227.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 227",uclamss_1632_box09f16_0227,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpzc2,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0228.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 228",uclamss_1632_box09f16_0228,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gpzdk,ark:/21198/zz002gpz2d,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box09f16_0228back.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 9, Folder 16, 228 back",uclamss_1632_box09f16_0228back,,,,,,,,,,,
