Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001622fs,ark:/21198/zz000s2z5v,2,Completed,Work,,1,,,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001622ht,text,,copyrighted,N,unknown,Los Angeles (Calif.),,"Brink, Pamela J.|~|Saunders, Judith M.",,Los Angeles Lesbians Survey Manuscripts,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Research|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Los Angeles Lesbians: A Survey - Manuscript 1,1983,Rights.generalNote: Need permission to publish from author. Article may have been published in the journal Signs.,,,1983,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001622fs/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001626qv,ark:/21198/zz000s2z5v,2,Completed,Work,,2,,,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626rc,,text,copyrighted,N,unknown,Los Angeles (Calif.),,"Brink, Pamela J.|~|Saunders, Judith M.",,Los Angeles Lesbians Survey Manuscripts,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Research|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Los Angeles Lesbians: A Survey - Manuscript 2,1983,Rights.generalNote: Need permission to publish from author. May have been published in the Journal of Homosexuality.,,,1983,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001626qv/manifest
