"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Rights.permission","Name.creator","Subject","Name.subject","Editor","Subject.conceptTopic","Subject geographic","Title","Date.creation","Format.extent","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"East Asian Library","ark:/21198/z15b1p4b","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_088.tif","88","","","","","","","","","","","","","","Page 88","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1p4b",""
"East Asian Library","ark:/21198/z11k0xhz","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_089.tif","89","","","","","","","","","","","","","","Page 89","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k0xhz",""
"East Asian Library","ark:/21198/z1wt0dzr","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_090.tif","90","","","","","","","","","","","","","","Page 90","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0dzr",""
"East Asian Library","ark:/21198/z1s19p59","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_091.tif","91","","","","","","","","","","","","","","Page 91","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s19p59",""
"East Asian Library","ark:/21198/z1n88xd4","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_092.tif","92","","","","","","","","","","","","","","Page 92","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n88xd4",""
"East Asian Library","ark:/21198/z1hh85q7","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_093.tif","93","","","","","","","","","","","","","","Page 93","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh85q7",""
"East Asian Library","ark:/21198/z1cv64bb","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_094.tif","94","","","","","","","","","","","","","","Page 94","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv64bb",""
"East Asian Library","ark:/21198/z1835cpt","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_095.tif","95","","","","","","","","","","","","","","Page 95","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835cpt",""
"East Asian Library","ark:/21198/z14b4n1d","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_096.tif","96","","","","","","","","","","","","","","Page 96","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4n1d",""
"East Asian Library","ark:/21198/z10k3w9p","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_097.tif","97","","","","","","","","","","","","","","Page 97","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k3w9p",""
"East Asian Library","ark:/21198/z1vt3crg","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_098.tif","98","","","","","","","","","","","","","","Page 98","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3crg",""
"East Asian Library","ark:/21198/z1r22n01","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_099.tif","99","","","","","","","","","","","","","","Page 99","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22n01",""
"East Asian Library","ark:/21198/z1m91w9r","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_100.tif","100","","","","","","","","","","","","","","Page 100","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m91w9r",""
"East Asian Library","ark:/21198/z1gm9tzb","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_101.tif","101","","","","","","","","","","","","","","Page 101","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9tzb",""
"East Asian Library","ark:/21198/z1bv93br","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_102.tif","102","","","","","","","","","","","","","","Page 102","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv93br",""
"East Asian Library","ark:/21198/z1738bns","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_103.tif","103","","","","","","","","","","","","","","Page 103","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738bns",""
"East Asian Library","ark:/21198/z13b7kv5","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_104.tif","104","","","","","","","","","","","","","","Page 104","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7kv5",""
"East Asian Library","ark:/21198/z1zk73bt","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_105.tif","105","","","","","","","","","","","","","","Page 105","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk73bt",""
"East Asian Library","ark:/21198/z1tt6bkn","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_106.tif","106","","","","","","","","","","","","","","Page 106","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6bkn",""
"East Asian Library","ark:/21198/z1q25kx4","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_107.tif","107","","","","","","","","","","","","","","Page 107","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25kx4",""
"East Asian Library","ark:/21198/z1kd3jj7","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_108.tif","108","","","","","","","","","","","","","","Page 108","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3jj7",""
"East Asian Library","ark:/21198/z1fn2swd","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_109.tif","109","","","","","","","","","","","","","","Page 109","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2swd",""
"East Asian Library","ark:/21198/z19w227c","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_110.tif","110","","","","","","","","","","","","","","Page 110","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w227c",""
"East Asian Library","ark:/21198/z16419f2","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_111.tif","111","","","","","","","","","","","","","","Page 111","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16419f2",""
"East Asian Library","ark:/21198/z12c0jpw","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_112.tif","112","","","","","","","","","","","","","","Page 112","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0jpw",""
"East Asian Library","ark:/21198/z1xm025j","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_113.tif","113","","","","","","","","","","","","","","Page 113","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm025j",""
"East Asian Library","ark:/21198/z1st99gq","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_114.tif","114","","","","","","","","","","","","","","Page 114","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st99gq",""
"East Asian Library","ark:/21198/z1p5784k","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_115.tif","115","","","","","","","","","","","","","","Page 115","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p5784k",""
"East Asian Library","ark:/21198/z1jd6hgr","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_116.tif","116","","","","","","","","","","","","","","Page 116","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6hgr",""
"East Asian Library","ark:/21198/z1dn5rr1","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_117.tif","117","","","","","","","","","","","","","","Page 117","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5rr1",""
"East Asian Library","ark:/21198/z18w510n","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_118.tif","118","","","","","","","","","","","","","","Page 118","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w510n",""
"East Asian Library","ark:/21198/z154486b","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_119.tif","119","","","","","","","","","","","","","","Page 119","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz154486b",""
"East Asian Library","ark:/21198/z11c3hgm","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_120.tif","120","","","","","","","","","","","","","","Page 120","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3hgm",""
"East Asian Library","ark:/21198/z1wm312m","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_121.tif","121","","","","","","","","","","","","","","Page 121","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm312m",""
"East Asian Library","ark:/21198/z1rz0zqc","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_122.tif","122","","","","","","","","","","","","","","Page 122","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0zqc",""
"East Asian Library","ark:/21198/z1n60733","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_123.tif","123","","","","","","","","","","","","","","Page 123","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60733",""
"East Asian Library","ark:/21198/z1hd9gd8","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_124.tif","124","","","","","","","","","","","","","","Page 124","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9gd8",""
"East Asian Library","ark:/21198/z1cn8qmn","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_125.tif","125","","","","","","","","","","","","","","Page 125","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8qmn",""
"East Asian Library","ark:/21198/z17w7zt1","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_126.tif","126","","","","","","","","","","","","","","Page 126","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w7zt1",""
"East Asian Library","ark:/21198/z144773d","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_127.tif","127","","","","","","","","","","","","","","Page 127","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz144773d",""
"East Asian Library","ark:/21198/z10c6gfk","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_128.tif","128","","","","","","","","","","","","","","Page 128","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6gfk",""
"East Asian Library","ark:/21198/z1vq4p9q","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_129.tif","129","","","","","","","","","","","","","","Page 129","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4p9q",""
"East Asian Library","ark:/21198/z1qz3xnw","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_130.tif","130","","","","","","","","","","","","","","Page 130","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz3xnw",""
"East Asian Library","ark:/21198/z1m63605","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_131.tif","131","","","","","","","","","","","","","","Page 131","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63605",""
"East Asian Library","ark:/21198/z1gf2f53","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_132.tif","132","","","","","","","","","","","","","","Page 132","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2f53",""
"East Asian Library","ark:/21198/z1bp1pdx","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_133.tif","133","","","","","","","","","","","","","","Page 133","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1pdx",""
"East Asian Library","ark:/21198/z16x0xqn","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_134.tif","134","","","","","","","","","","","","","","Page 134","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x0xqn",""
"East Asian Library","ark:/21198/z135062x","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_135.tif","135","","","","","","","","","","","","","","Page 135","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz135062x",""
"East Asian Library","ark:/21198/z1zg8cv6","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_136.tif","136","","","","","","","","","","","","","","Page 136","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8cv6",""
"East Asian Library","ark:/21198/z1tq7n77","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_137.tif","137","","","","","","","","","","","","","","Page 137","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7n77",""
"East Asian Library","ark:/21198/z1pz6whh","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_138.tif","138","","","","","","","","","","","","","","Page 138","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6whh",""
"East Asian Library","ark:/21198/z1k664r1","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_139.tif","139","","","","","","","","","","","","","","Page 139","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k664r1",""
"East Asian Library","ark:/21198/z1ff5czd","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_140.tif","140","","","","","","","","","","","","","","Page 140","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5czd",""
"East Asian Library","ark:/21198/z19p4n8j","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_141.tif","141","","","","","","","","","","","","","","Page 141","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4n8j",""
"East Asian Library","ark:/21198/z15x3wmq","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_142.tif","142","","","","","","","","","","","","","","Page 142","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x3wmq",""
"East Asian Library","ark:/21198/z1281v74","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_143.tif","143","","","","","","","","","","","","","","Page 143","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281v74",""
"East Asian Library","ark:/21198/z1xh1bv5","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_144.tif","144","","","","","","","","","","","","","","Page 144","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1bv5",""
"East Asian Library","ark:/21198/z1sr0m4v","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_145.tif","145","","","","","","","","","","","","","","Page 145","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0m4v",""
"East Asian Library","ark:/21198/z1nz9v97","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_146.tif","146","","","","","","","","","","","","","","Page 146","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9v97",""
"East Asian Library","ark:/21198/z1j693jr","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_147.tif","147","","","","","","","","","","","","","","Page 147","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j693jr",""
"East Asian Library","ark:/21198/z1df8bvg","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_148.tif","148","","","","","","","","","","","","","","Page 148","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8bvg",""
"East Asian Library","ark:/21198/z18s69jg","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_149.tif","149","","","","","","","","","","","","","","Page 149","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s69jg",""
"East Asian Library","ark:/21198/z1515jwz","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_150.tif","150","","","","","","","","","","","","","","Page 150","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515jwz",""
"East Asian Library","ark:/21198/z1184t7j","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_151.tif","151","","","","","","","","","","","","","","Page 151","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1184t7j",""
"East Asian Library","ark:/21198/z1wh49r7","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_152.tif","152","","","","","","","","","","","","","","Page 152","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh49r7",""
"East Asian Library","ark:/21198/z1rr3jx5","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_153.tif","153","","","","","","","","","","","","","","Page 153","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3jx5",""
"East Asian Library","ark:/21198/z1n02t5q","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_154.tif","154","","","","","","","","","","","","","","Page 154","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02t5q",""
"East Asian Library","ark:/21198/z1h722gt","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_155.tif","155","","","","","","","","","","","","","","Page 155","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h722gt",""
"East Asian Library","ark:/21198/z1ck013x","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_156.tif","156","","","","","","","","","","","","","","Page 156","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck013x",""
"East Asian Library","ark:/21198/z17s98d3","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_157.tif","157","","","","","","","","","","","","","","Page 157","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s98d3",""
"East Asian Library","ark:/21198/z1418hs1","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_158.tif","158","","","","","","","","","","","","","","Page 158","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418hs1",""
"East Asian Library","ark:/21198/z1087s18","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_159.tif","159","","","","","","","","","","","","","","Page 159","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1087s18",""
"East Asian Library","ark:/21198/z1vh78hh","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_160.tif","160","","","","","","","","","","","","","","Page 160","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh78hh",""
"East Asian Library","ark:/21198/z1qr6hrb","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_161.tif","161","","","","","","","","","","","","","","Page 161","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6hrb",""
"East Asian Library","ark:/21198/z1m05s37","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_162.tif","162","","","","","","","","","","","","","","Page 162","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05s37",""
"East Asian Library","ark:/21198/z1gb3qpg","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_163.tif","163","","","","","","","","","","","","","","Page 163","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb3qpg",""
"East Asian Library","ark:/21198/z1bk301f","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_164.tif","164","","","","","","","","","","","","","","Page 164","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk301f",""
"East Asian Library","ark:/21198/z16t27cm","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_165.tif","165","","","","","","","","","","","","","","Page 165","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t27cm",""
"East Asian Library","ark:/21198/z1321gmr","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_166.tif","166","","","","","","","","","","","","","","Page 166","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321gmr",""
"East Asian Library","ark:/21198/z1z9102z","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_167.tif","167","","","","","","","","","","","","","","Page 167","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9102z",""
"East Asian Library","ark:/21198/z1tj079s","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_168.tif","168","","","","","","","","","","","","","","Page 168","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj079s",""
"East Asian Library","ark:/21198/z1pr9gmz","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_169.tif","169","","","","","","","","","","","","","","Page 169","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9gmz",""
"East Asian Library","ark:/21198/z1k37f98","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_170.tif","170","","","","","","","","","","","","","","Page 170","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37f98",""
"East Asian Library","ark:/21198/z1fb6pnf","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_171.tif","171","","","","","","","","","","","","","","Page 171","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6pnf",""
"East Asian Library","ark:/21198/z19k5xz5","ark:/21198/zz002hzcdc","","","Page","east_asian_library/image/21198-zz002hzcdc-1-master_172.tif","172","","","","","","","","","","","","","","Page 172","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k5xz5",""
