Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Subject,Type.genre,Language,Name.editor,Name.engraver,Title,Relation.rectoVerso,Relation.pageNumber,Description.note,Source,Relation.isPartOf,Alt ID.local,Date.normalized,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Date.creation,Format.dimensions,Description.tableOfContents,Alt ID.oclc,AltTitle.uniform,AltTitle.inscribed,Relation.hasPart,Name.printer,Name.illustrator,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Picart (Bernard) Collection,ark:/21198/zz001hdg3m,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg3m-1-master.tif,172,,,text,,,,,,page 6,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg3m
Picart (Bernard) Collection,ark:/21198/zz001hdg44,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg44-1-master.tif,173,,,text,,,,,,page 7,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg44
Picart (Bernard) Collection,ark:/21198/zz001hdg5n,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg5n-1-master.tif,174,,,text,,,,,,page 8,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg5n
Picart (Bernard) Collection,ark:/21198/zz001hdg65,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg65-1-master.tif,175,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg65
Picart (Bernard) Collection,ark:/21198/zz001hdg7p,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg7p-1-master.tif,176,,,text|~|still image,,,,,,MANIERE dont les GRECS,v,,La DISTRIBUTION du FEU SACRÉ aux GRECS par le PTRIARCHE.|~|attendent la descente du FEU SACRÉ dans le St. SEPULCRE.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg7p
Picart (Bernard) Collection,ark:/21198/zz001hdg86,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg86-1-master.tif,177,,,text,,,,,,page 9,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg86
Picart (Bernard) Collection,ark:/21198/zz001hdg9q,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdg9q-1-master.tif,178,,,text,,,,,,page 10,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdg9q
Picart (Bernard) Collection,ark:/21198/zz001hdgb7,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgb7-1-master.tif,179,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgb7
Picart (Bernard) Collection,ark:/21198/zz001hdgcr,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgcr-1-master.tif,180,,,text|~|still image,,,,,,DEUIL des FEMME GREQUES à RAMA. (verso),v,,BAPTÊME des GRECS dans la JOURDAIN.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgcr
Picart (Bernard) Collection,ark:/21198/zz001hdgd8,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgd8-1-master.tif,181,,,text|~|still image,,,,,,DEUIL des FEMME GREQUES à RAMA. (recto),r,,BAPTÊME des GRECS dans la JOURDAIN.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgd8
Picart (Bernard) Collection,ark:/21198/zz001hdgfs,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgfs-1-master.tif,182,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgfs
Picart (Bernard) Collection,ark:/21198/zz001hdgg9,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgg9-1-master.tif,183,,,text,,,,,,page 11,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgg9
Picart (Bernard) Collection,ark:/21198/zz001hdght,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdght-1-master.tif,184,,,text,,,,,,page 12,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdght
Picart (Bernard) Collection,ark:/21198/zz001hdgjb,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgjb-1-master.tif,185,,,text,,,,,,page 13,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgjb
Picart (Bernard) Collection,ark:/21198/zz001hdgkv,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgkv-1-master.tif,186,,,text,,,,,,page 14,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgkv
Picart (Bernard) Collection,ark:/21198/zz001hdgmc,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgmc-1-master.tif,187,,,text|~|still image|~|still image|~|still image,,,,,,"1. PRÊTRE Armenien, en HABIT SACERDOTAL.",r,,"2. DIACRE Armenien. 3. SOUSDIACRE.|~|MOINES Armeniens, vus par devant, et par derriere on voit dans le lointain le Mont Ararat, et les trois Eglises.FILLE ARMENIENE qui vâ se MARIER< Conduite a l'EGLISE par deux vieilles MATRONES.ARMENIEN qui vâ à l'EGLISE pour se MARIER, acompagné du COMPERE qui porte son Sabre.",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgmc
Picart (Bernard) Collection,ark:/21198/zz001hdgnw,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgnw-1-master.tif,189,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgnw
Picart (Bernard) Collection,ark:/21198/zz001hdgpd,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgpd-1-master.tif,190,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgpd
Picart (Bernard) Collection,ark:/21198/zz001hdgqx,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgqx-1-master.tif,191,,,text|~|still image,,,,,,EGLISE des ARMENIENS.,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgqx
Picart (Bernard) Collection,ark:/21198/zz001hdgrf,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgrf-1-master.tif,192,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgrf
Picart (Bernard) Collection,ark:/21198/zz001hdgsz,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgsz-1-master.tif,194,,,text,,,,,,La COMMEMORATION des MORTS chez les ARMENIENS. (verso),v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgsz
Picart (Bernard) Collection,ark:/21198/zz001hdgtg,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgtg-1-master.tif,195,,,text,,,,,,La COMMEMORATION des MORTS chez les ARMENIENS. (recto),r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgtg
Picart (Bernard) Collection,ark:/21198/zz001hdgv0,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgv0-1-master.tif,196,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgv0
Picart (Bernard) Collection,ark:/21198/zz001hdgwh,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgwh-1-master.tif,197,,,text,,,,,,page 15,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgwh
Picart (Bernard) Collection,ark:/21198/zz001hdgx1,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgx1-1-master.tif,198,,,text,,,,,,page 16,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgx1
Picart (Bernard) Collection,ark:/21198/zz001hdgzj,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdgzj-1-master.tif,199,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdgzj
Picart (Bernard) Collection,ark:/21198/zz001hdh0j,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh0j-1-master.tif,200,,,text|~|still image,,,,,,EVEQUE Moscovite en HABIT PONTIFICIAL.,v,,EVEQUE Moscovite en HABIT de CEREMONIE.EVEQUE Moscovite en ses HABITS ordinaires.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh0j
Picart (Bernard) Collection,ark:/21198/zz001hdh12,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh12-1-master.tif,201,,,text,,,,,,page 17,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh12
Picart (Bernard) Collection,ark:/21198/zz001hdh2k,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh2k-1-master.tif,202,,,text,,,,,,page 18,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh2k
Picart (Bernard) Collection,ark:/21198/zz001hdh33,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh33-1-master.tif,203,,,text|~|still image,,,,,,Le BAPTEME des RUSSES.,r,,Les FUNERAILLES des RUSSE.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh33
Picart (Bernard) Collection,ark:/21198/zz001hdh4m,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh4m-1-master.tif,204,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh4m
Picart (Bernard) Collection,ark:/21198/zz001hdh54,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh54-1-master.tif,205,,,text|~|still image,,,,,,"Nec vidisse semel satis est, juvat usque moravi.",r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh54
Picart (Bernard) Collection,ark:/21198/zz001hdh6n,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh6n-1-master.tif,206,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh6n
Picart (Bernard) Collection,ark:/21198/zz001hdh75,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh75-1-master.tif,207,,,text|~|still image,,,,,,page 1,r,,ornament,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh75
Picart (Bernard) Collection,ark:/21198/zz001hdh8p,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh8p-1-master.tif,208,,,text,,,,,,page 2,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh8p
Picart (Bernard) Collection,ark:/21198/zz001hdh96,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdh96-1-master.tif,209,,,text,,,,,,page 3,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdh96
Picart (Bernard) Collection,ark:/21198/zz001hdhbq,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhbq-1-master.tif,210,,,text,,,,,,page 4,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhbq
Picart (Bernard) Collection,ark:/21198/zz001hdhc7,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhc7-1-master.tif,211,,,text,,,,,,page 5,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhc7
Picart (Bernard) Collection,ark:/21198/zz001hdhdr,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhdr-1-master.tif,212,,,text,,,,,,page 6,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhdr
Picart (Bernard) Collection,ark:/21198/zz001hdhf8,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhf8-1-master.tif,213,,,text|~|still image,,,,,,FIGURE Representant la côté imprimé d'un Billet pour le Serutin.,r,,"FIGURE Representant le Revers d'un Billet pour le Serutin, et pour l'Accés; couvert de Fleurons.La Structure et la charpente des cellules des Cardinaux.",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhf8
Picart (Bernard) Collection,ark:/21198/zz001hdhgs,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhgs-1-master.tif,214,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhgs
Picart (Bernard) Collection,ark:/21198/zz001hdhh9,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhh9-1-master.tif,215,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhh9
Picart (Bernard) Collection,ark:/21198/zz001hdhjt,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhjt-1-master.tif,216,,,text|~|still image,,,,,,L'ENTRÉE des CARDINAUX au CONCLAVE.,v,,La MESSE du SAINT ESPRIT.Premier CONGREGATION generale des CARDINAUX.Le SCRUTIN des CARDINAUX pour L'ELECTION d'un PAPE.MANIERE dont on porte les VIVRES au CONCLAVE.L'EXAMEN des VIVRES.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhjt
Picart (Bernard) Collection,ark:/21198/zz001hdhkb,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhkb-1-master.tif,217,,,text,,,,,,page 7,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhkb
Picart (Bernard) Collection,ark:/21198/zz001hdhmv,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhmv-1-master.tif,218,,,text,,,,,,page 8,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhmv
Picart (Bernard) Collection,ark:/21198/zz001hdhnc,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhnc-1-master.tif,219,,,text|~|still image,,,,,,L'ADORATION du PAPE dans la CHAPELLE.,r,,L'ADORATION du PAPE sur le grand AUTEL de St. PIERRE.Les ÊTOUPES bruliées devant la PAPE.Le COURONNEMENT du PAPE.Les JUIFS presentant le PENTATEUQUE au PAPE dans la Collisée.Les CLEFS presentée au PAPE sousw le vestibule de St. Jean de Latran.,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhnc
Picart (Bernard) Collection,ark:/21198/zz001hdhpw,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhpw-1-master.tif,220,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhpw
Picart (Bernard) Collection,ark:/21198/zz001hdhqd,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhqd-1-master.tif,221,,,text,,,,,,page 9,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhqd
Picart (Bernard) Collection,ark:/21198/zz001hdhrx,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhrx-1-master.tif,222,,,text,,,,,,page 10,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhrx
Picart (Bernard) Collection,ark:/21198/zz001hdhsf,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhsf-1-master.tif,223,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhsf
Picart (Bernard) Collection,ark:/21198/zz001hdhtz,ark:/21198/zz001hd85r,2,Completed,Page,,224,,,text,,,,,,[MISSING IMAGE of FoldOut illustration] (see note),v,,"Looks like we are missing the fold out that corresponds to ""Le PAPE va en ceremonie prendre possession du PONTIFICAT dans l'Eglise de St. Jean de Latran qui est la Capitale de toutes celles qui relevant de la jurisdiction du Pape dans la Chretiennité"" in the French vol 1",,,,,,,,,,,,,,,,,,missing,
Picart (Bernard) Collection,ark:/21198/zz001hdhvg,ark:/21198/zz001hd85r,2,Completed,Page,,225,,,text,,,,,,[MISSING IMAGE] of foldout illustration see previous image,r,,,,,,,,,,,,,,,,,,,,missing,
Picart (Bernard) Collection,ark:/21198/zz001hdhw0,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhw0-1-master.tif,226,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhw0
Picart (Bernard) Collection,ark:/21198/zz001hdhxh,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhxh-1-master.tif,227,,,text,,,,,,page 11,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhxh
Picart (Bernard) Collection,ark:/21198/zz001hdhz1,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdhz1-1-master.tif,228,,,text,,,,,,page 12,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdhz1
Picart (Bernard) Collection,ark:/21198/zz001hdj01,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj01-1-master.tif,229,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj01
Picart (Bernard) Collection,ark:/21198/zz001hdj1j,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj1j-1-master.tif,230,,,text|~|still image,,,,,,La CHAPPELLE du PAPE.,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj1j
Picart (Bernard) Collection,ark:/21198/zz001hdj22,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj22-1-master.tif,231,,,text,,,,,,page 13,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj22
Picart (Bernard) Collection,ark:/21198/zz001hdj3k,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj3k-1-master.tif,232,,,text,,,,,,page 14,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj3k
Picart (Bernard) Collection,ark:/21198/zz001hdj43,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj43-1-master.tif,233,,,text|~|still image,,,,,,Les CEREMONIES DES PETITES MESSES Representée EN TRENTE CINCO FIGURES avec leurs CONFORMITÉZ à la PASSION de nôtre SEIGNEUR JESUS-CHRIST.,r,,"Representées EN TRENTE CINCQ FIGURES avec leurs CONFOR MITÉZ à la PASSION de nôtre SEIGNEUR JESUS-CHRIST.|~|1. Jesus-Christ va au Jardin des Olives.Le PRÈTRE va à L'AUTEL2.  J.-C. arrivé au Jardin y fait sa priereLe PRÈTRE commence la MESSE.3. Jesus-Christ prosterné suë du Sang.Au CONFITEOR.4.  Jesus-Christ trahi par un baiser.Le PRÊTRE baise L'AUTEL.5.  Jesus-Christ êst pris, et lié.Le PRÊTRE va au Côté de L'EPITRE.6.Jesus-Christ amené chez Anne.A L'INTROÏTE.7.  St. Pierre renie trais fois Jesus-ChrisLe PRÊTRE dis le KYRIE",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj43
Picart (Bernard) Collection,ark:/21198/zz001hdj5m,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj5m-1-master.tif,234,,,text,,,,,,blank page,v,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj5m
Picart (Bernard) Collection,ark:/21198/zz001hdj64,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj64-1-master.tif,235,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj64
Picart (Bernard) Collection,ark:/21198/zz001hdj9p,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj9p-1-master.tif,237,,,text|~|still image,,,,,,9.  Jesus-Christ accusé devant Pilate,v,,"Le PRÊTRE li L'EPITRE.10.  J.-C. accusé devant Herode ne repond rien.Le P. courbé au milieu de L""AUTEL, dit tout bas MUNDA COR. &c.11. Jesus-Christ renvoÿé d'Herode à Pilate.Le PRÊTRE lit L""EVANGILE.12. J.-C. dépouïllé pour être flagélé.Le PRÊTRE découvre le CALICE.13.  J.-C. lié à la Colonne, et flagélé.L'OBLATION de L'HOSTIE.14.  J.-C. couronné d'épines.Le PRÊTRE couvre le CALICE, apres l'avoir offert.15.  Pilate lavant ses mains, déclare J.-C. innocent.Le PRÊTRE lave ses mains.16.  J.-C. couvert d'un Manteau de Pourpre.Le P. tourné vers le Peuple dit, ORATE FRATRE.17.  J.-C. condanné à être Crucifie.Le PRÊTRE die la PREFACE.",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj9p
Picart (Bernard) Collection,ark:/21198/zz001hdj7n,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj7n-1-master.tif,239,,,text|~|still image,,,,,,"18.  J-C. portant sa Goix va mourir, pour nous faire vivre.",v,,"Le P. joignant les mains, prie pour les fidelles Vivans.19.  St. Veronique presente son mouchoir à J.-C.Le P. couvire de ses mains L""HOSTIE, et le CALICE.20.  J.-C. est attaché à la Croix.Le. P. fait des SIGNES de CROIX, sur L'HOSTIE, et sur le CALICE.21. J.-C. est élevé en Croix.Le. P. ADORE L'HOSTIE avant de L'ÉLÉVER.22.  Le Sang de J.-C. repandu sur la Croix.Le PRÊTRE ÉLÉVE le CALICE.23.  Jesus-Christ prie pour ses Ennemis.Le P. dit le MEMENTO, pour les Fidelles trepassez.24.  J.-C. promet le Paradis du bon Larron.Le P. dit, NOBIS QUOQUE PECCATORIBUS.25.  J.-C. donne St. Jean pour Files à la Vierge.Au PATER NOSTER. &c. 26.  J-C. remet son Ame, à Dieu son Pere.Le PRÊTRE rompt L'HOSTIE, en deux.",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj7n
Picart (Bernard) Collection,ark:/21198/zz001hdj85,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdj85-1-master.tif,240,,,text,,,,,,blank page,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdj85
Picart (Bernard) Collection,ark:/21198/zz001hdjcq,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdjcq-1-master.tif,242,,,text|~|still image,,,,,,27.  L'Ame de J.-C. descend aux Limbes,v,,"Le. P met dans le CALICE une petite partie de L'HOSTIE.28.  J.-C. étant expiré, plus s'en retourn?  se frapant la Poitrine, &c.Le P. se frappe la Poitrine en disant trois fois ANGUS DEI. &c.29.Le Corps de J.-C. êst mis dans un Sepucre neuf.Le PRÊTRE COMMUNIE.30.On Embaume le Corps de Jesus-Christ.Le PRÊTRE fait L'ABLUTION.31.  La Resurrection de Jesus-Christ.A la POST-COMMUNION32.  J.-C. apparait à sa Mere, et à ses Disciples.Le. P tourné vers les Assistans dit DOMINUS VOBIS-CUM.33.  Pendant 40 jours; J.-C. visite et instruit ses Disciplies.Aux derniers ORAISONS.34.  J.-C. monte au Ciel en presence de ses Disciples.Le P. tourné vers le Peuple dit, ITE MISSA EST.35.J.-C. envoye le St. Esprit à ses Apôtres.Le PRÊTRE donne la BENEDICTION, aux Assistants.",,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdjcq
Picart (Bernard) Collection,ark:/21198/zz001hdjd7,ark:/21198/zz001hd85r,2,Completed,Page,picart/masters/21198-zz001hdjd7-1-master.tif,243,,,text,,,,,,page 15,r,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hdjd7
