File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_029.tif,Page,Page 29,29,ark:/21198/z1g46t6h,ark:/21198/z17396s9
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_030.tif,Page,Page 30,30,ark:/21198/z1g46t6h,ark:/21198/z13b8g20
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_031.tif,Page,Page 31,31,ark:/21198/z1g46t6h,ark:/21198/z1zk7zk9
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_032.tif,Page,Page 32,32,ark:/21198/z1g46t6h,ark:/21198/z1tt76s2
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_033.tif,Page,Page 33,33,ark:/21198/z1g46t6h,ark:/21198/z1q26g22
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_034.tif,Page,Page 34,34,ark:/21198/z1g46t6h,ark:/21198/z1k95qcs
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_035.tif,Page,Page 35,35,ark:/21198/z1g46t6h,ark:/21198/z1fj4zph
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_036.tif,Page,Page 36,36,ark:/21198/z1g46t6h,ark:/21198/z19w2xch
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_037.tif,Page,Page 37,37,ark:/21198/z1g46t6h,ark:/21198/z16425m1
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_038.tif,Page,Page 38,38,ark:/21198/z1g46t6h,ark:/21198/z12c1dxr
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_039.tif,Page,Page 39,39,ark:/21198/z1g46t6h,ark:/21198/z1xm0xck
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_040.tif,Page,Page 40,40,ark:/21198/z1g46t6h,ark:/21198/z1sv05n7
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_041.tif,Page,Page 41,41,ark:/21198/z1g46t6h,ark:/21198/z1p29f0k
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_042.tif,Page,Page 42,42,ark:/21198/z1g46t6h,ark:/21198/z1j98p99
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_043.tif,Page,Page 43,43,ark:/21198/z1g46t6h,ark:/21198/z1dn6mx0
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_044.tif,Page,Page 44,44,ark:/21198/z1g46t6h,ark:/21198/z18w5w74
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_045.tif,Page,Page 45,45,ark:/21198/z1g46t6h,ark:/21198/z15454gn
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_046.tif,Page,Page 46,46,ark:/21198/z1g46t6h,ark:/21198/z11c4cqg
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_047.tif,Page,Page 47,47,ark:/21198/z1g46t6h,ark:/21198/z1wm3w76
Masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1937/ihc_bohemia_19371121_048.tif,Page,Page 48,48,ark:/21198/z1g46t6h,ark:/21198/z1rv34m6
