Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1350cfx,ark:/21198/z1253fkc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0070_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253fkc
ark:/21198/z1350cfx,ark:/21198/z15x468b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0070_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x468b
ark:/21198/z1350cfx,ark:/21198/z19p4xzt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0070_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4xzt
ark:/21198/z1350cfx,ark:/21198/z1xd2z16,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_rs0070_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2z16
