Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1qn80tr,ark:/21198/z10k45h2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k45h2
ark:/21198/z1qn80tr,ark:/21198/z13b7w31,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7w31
ark:/21198/z1qn80tr,ark:/21198/z14766t2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14766t2
ark:/21198/z1qn80tr,ark:/21198/z1641kph,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0020.tif,Page,Page 20,20,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641kph
ark:/21198/z1qn80tr,ark:/21198/z1709xck,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709xck
ark:/21198/z1qn80tr,ark:/21198/z1806zkv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806zkv
ark:/21198/z1qn80tr,ark:/21198/z19w2bfc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0019.tif,Page,Page 19,19,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2bfc
ark:/21198/z1qn80tr,ark:/21198/z1bs0p3j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0p3j
ark:/21198/z1qn80tr,ark:/21198/z1cr7q8t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7q8t
ark:/21198/z1qn80tr,ark:/21198/z1fj4crc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4crc
ark:/21198/z1qn80tr,ark:/21198/z1gj1dv9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1dv9
ark:/21198/z1qn80tr,ark:/21198/z1hh8fx7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh8fx7
ark:/21198/z1qn80tr,ark:/21198/z1k954fn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0017.tif,Page,Page 17,17,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k954fn
ark:/21198/z1qn80tr,ark:/21198/z1m925h4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m925h4
ark:/21198/z1qn80tr,ark:/21198/z1n896nz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n896nz
ark:/21198/z1qn80tr,ark:/21198/z1q25w4j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25w4j
ark:/21198/z1qn80tr,ark:/21198/z1r22x7g,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22x7g
ark:/21198/z1qn80tr,ark:/21198/z1tt6mt3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6mt3
ark:/21198/z1qn80tr,ark:/21198/z1vt3p0b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3p0b
ark:/21198/z1qn80tr,ark:/21198/z1zk7cmq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0134_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7cmq
