Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1t749dc,ark:/21198/z10p2vd8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2vd8
ark:/21198/z1t749dc,ark:/21198/z13f6k12,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6k12
ark:/21198/z1t749dc,ark:/21198/z14f3m3j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3m3j
ark:/21198/z1t749dc,ark:/21198/z17679pg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17679pg
ark:/21198/z1t749dc,ark:/21198/z1864btv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864btv
ark:/21198/z1t749dc,ark:/21198/z1b0118c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0019.tif,Page,Page 19,19,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b0118c
ark:/21198/z1t749dc,ark:/21198/z1bz82dw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz82dw
ark:/21198/z1t749dc,ark:/21198/z1cz53kq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz53kq
ark:/21198/z1t749dc,ark:/21198/z1fr1s0d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1s0d
ark:/21198/z1t749dc,ark:/21198/z1gq8t5p,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8t5p
ark:/21198/z1t749dc,ark:/21198/z1hm74tt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm74tt
ark:/21198/z1t749dc,ark:/21198/z1kh2hqq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0017.tif,Page,Page 17,17,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2hqq
ark:/21198/z1t749dc,ark:/21198/z1md0vfs,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0vfs
ark:/21198/z1t749dc,ark:/21198/z1nc7wm2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7wm2
ark:/21198/z1t749dc,ark:/21198/z1q54k14,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54k14
ark:/21198/z1t749dc,ark:/21198/z1r51m6z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51m6z
ark:/21198/z1t749dc,ark:/21198/z1tx59t1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx59t1
ark:/21198/z1t749dc,ark:/21198/z1vx2bzd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2bzd
ark:/21198/z1t749dc,ark:/21198/z1zp62h9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0014_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp62h9
