Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1rr3rb1,ark:/21198/z1001z70,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001z70
ark:/21198/z1rr3rb1,ark:/21198/z12r5ns5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5ns5
ark:/21198/z1rr3rb1,ark:/21198/z16h6dhw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6dhw
ark:/21198/z1rr3rb1,ark:/21198/z1b87565,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87565
ark:/21198/z1rr3rb1,ark:/21198/z1g17wwn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17wwn
ark:/21198/z1rr3rb1,ark:/21198/z1ks8nnh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8nnh
ark:/21198/z1rr3rb1,ark:/21198/z1qg0q0x,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0q0x
ark:/21198/z1rr3rb1,ark:/21198/z1v71fq7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0080_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71fq7
