Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z16d7m00,ark:/21198/z11r8kzd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8kzd
ark:/21198/z16d7m00,ark:/21198/z15h9bp4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9bp4
ark:/21198/z16d7m00,ark:/21198/z19903fv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19903fv
ark:/21198/z16d7m00,ark:/21198/z1f20v39,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20v39
ark:/21198/z16d7m00,ark:/21198/z1jt1kt9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1kt9
ark:/21198/z16d7m00,ark:/21198/z1nk59dn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk59dn
ark:/21198/z16d7m00,ark:/21198/z1pk2bj1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2bj1
ark:/21198/z16d7m00,ark:/21198/z1sb624c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb624c
ark:/21198/z16d7m00,ark:/21198/z1tb33bn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb33bn
ark:/21198/z16d7m00,ark:/21198/z1x36swr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0011_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36swr
