Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z17m21z0,ark:/21198/z1185377,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0068_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1185377
ark:/21198/z17m21z0,ark:/21198/z14x74hg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cicz0068_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74hg
