Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z15t5cm7,ark:/21198/z12n6z4q,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6z4q
ark:/21198/z15t5cm7,ark:/21198/z15f0nq6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0nq6
ark:/21198/z15t5cm7,ark:/21198/z16d7pwg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7pwg
ark:/21198/z15t5cm7,ark:/21198/z1961dfx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961dfx
ark:/21198/z15t5cm7,ark:/21198/z1b58fm6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58fm6
ark:/21198/z15t5cm7,ark:/21198/z1dz256s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz256s
ark:/21198/z15t5cm7,ark:/21198/z1fx96bm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx96bm
ark:/21198/z15t5cm7,ark:/21198/z1jq2wvt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2wvt
ark:/21198/z15t5cm7,ark:/21198/z1kp9z02,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9z02
ark:/21198/z15t5cm7,ark:/21198/z1pg3nj3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3nj3
ark:/21198/z15t5cm7,ark:/21198/z1t74d8t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74d8t
ark:/21198/z15t5cm7,ark:/21198/z1z0550j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0115_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0550j
