Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z16t2dpq,ark:/21198/z10p2vhm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0127_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2vhm
ark:/21198/z16t2dpq,ark:/21198/z14f3m5f,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0127_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3m5f
