Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z16q3qb9,ark:/21198/z10882qx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10882qx
ark:/21198/z16q3qb9,ark:/21198/z1156dgf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156dgf
ark:/21198/z16q3qb9,ark:/21198/z13z0421,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z0421
ark:/21198/z16q3qb9,ark:/21198/z14x755d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x755d
ark:/21198/z16q3qb9,ark:/21198/z16q3tnk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3tnk
ark:/21198/z16q3qb9,ark:/21198/z17q0vtd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0vtd
ark:/21198/z16q3qb9,ark:/21198/z1bg4kdr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4kdr
ark:/21198/z16q3qb9,ark:/21198/z1cg1mg7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1mg7
ark:/21198/z16q3qb9,ark:/21198/z1g75b31,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g75b31
ark:/21198/z16q3qb9,ark:/21198/z1h72c5h,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72c5h
ark:/21198/z16q3qb9,ark:/21198/z1m062sw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m062sw
ark:/21198/z16q3qb9,ark:/21198/z1n033wt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n033wt
ark:/21198/z16q3qb9,ark:/21198/z1qr6tgg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6tgg
ark:/21198/z16q3qb9,ark:/21198/z1rr3vn9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3vn9
ark:/21198/z16q3qb9,ark:/21198/z1vh7k83,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7k83
ark:/21198/z16q3qb9,ark:/21198/z1wh4mdg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0030_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4mdg
