Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1s778bw,ark:/21198/z10s1k41,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1k41
ark:/21198/z1s778bw,ark:/21198/z14f3mhx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3mhx
ark:/21198/z1s778bw,ark:/21198/z1864c66,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0003-0004.tif,Page,Page 3-0004,3-0004,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864c66
ark:/21198/z1s778bw,ark:/21198/z1cz540h,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz540h
ark:/21198/z1s778bw,ark:/21198/z1hq5vrw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5vrw
ark:/21198/z1s778bw,ark:/21198/z1ng6mf5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0015_0001-0002.tif,Page,Page 1-0002,1-0002,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6mf5
