Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1t16wrk,ark:/21198/z11z61fc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0010_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z61fc
ark:/21198/z1t16wrk,ark:/21198/z1np41gw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0010_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np41gw
ark:/21198/z1t16wrk,ark:/21198/z1sf4s84,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0010_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4s84
ark:/21198/z1t16wrk,ark:/21198/z1x65j0v,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_kq0010_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65j0v
