Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z16d7m3b,ark:/21198/z10s1kc5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1kc5
ark:/21198/z16d7m3b,ark:/21198/z11r8mjf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8mjf
ark:/21198/z16d7m3b,ark:/21198/z13j58xn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0020.tif,Page,Page 20,20,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j58xn
ark:/21198/z16d7m3b,ark:/21198/z14j2b4b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2b4b
ark:/21198/z16d7m3b,ark:/21198/z15h9c9m,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9c9m
ark:/21198/z16d7m3b,ark:/21198/z17961pt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0019.tif,Page,Page 19,19,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17961pt
ark:/21198/z16d7m3b,ark:/21198/z18932z0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18932z0
ark:/21198/z16d7m3b,ark:/21198/z199042b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz199042b
ark:/21198/z16d7m3b,ark:/21198/z1c26shh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26shh
ark:/21198/z16d7m3b,ark:/21198/z1d23tpb,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23tpb
ark:/21198/z16d7m3b,ark:/21198/z1f20vpx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0061_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20vpx
