Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z12n6v7t,ark:/21198/z10w086v,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w086v
ark:/21198/z12n6v7t,ark:/21198/z13n3zv9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3zv9
ark:/21198/z12n6v7t,ark:/21198/z14j29hv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j29hv
ark:/21198/z12n6v7t,ark:/21198/z179612r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz179612r
ark:/21198/z12n6v7t,ark:/21198/z189329g,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz189329g
ark:/21198/z12n6v7t,ark:/21198/z1c26rvk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26rvk
ark:/21198/z12n6v7t,ark:/21198/z1d23t1t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23t1t
ark:/21198/z12n6v7t,ark:/21198/z1gt7hk0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7hk0
ark:/21198/z12n6v7t,ark:/21198/z1ht4jqc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4jqc
ark:/21198/z12n6v7t,ark:/21198/z1mk8888,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8888
ark:/21198/z12n6v7t,ark:/21198/z1rb90z4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb90z4
ark:/21198/z12n6v7t,ark:/21198/z1w39rqx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39rqx
ark:/21198/z12n6v7t,ark:/21198/z1zw3gbz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0012_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3gbz
