Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1rb8xk0,ark:/21198/z1b011d5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0047_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b011d5
ark:/21198/z1rb8xk0,ark:/21198/z1fr1s3r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0047_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1s3r
ark:/21198/z1rb8xk0,ark:/21198/z1kh2hvh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0047_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2hvh
ark:/21198/z1rb8xk0,ark:/21198/z1q838n4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0047_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q838n4
