Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1v13xsm,ark:/21198/z10k4527,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k4527
ark:/21198/z1v13xsm,ark:/21198/z12f9hxq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0020.tif,Page,Page 20,20,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9hxq
ark:/21198/z1v13xsm,ark:/21198/z13b7vns,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7vns
ark:/21198/z1v13xsm,ark:/21198/z14b4wrq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4wrq
ark:/21198/z1v13xsm,ark:/21198/z1641k67,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0019.tif,Page,Page 19,19,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641k67
ark:/21198/z1v13xsm,ark:/21198/z1738mch,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738mch
ark:/21198/z1v13xsm,ark:/21198/z1835nf0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835nf0
ark:/21198/z1v13xsm,ark:/21198/z19w29zp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w29zp
ark:/21198/z1v13xsm,ark:/21198/z1bv9c2g,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9c2g
ark:/21198/z1v13xsm,ark:/21198/z1cv6d4z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6d4z
ark:/21198/z1v13xsm,ark:/21198/z1fn32mh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0017.tif,Page,Page 17,17,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn32mh
ark:/21198/z1v13xsm,ark:/21198/z1gn03qf,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn03qf
ark:/21198/z1v13xsm,ark:/21198/z1hm74v8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm74v8
ark:/21198/z1v13xsm,ark:/21198/z1kd3t9d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3t9d
ark:/21198/z1v13xsm,ark:/21198/z1md0vg7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0vg7
ark:/21198/z1v13xsm,ark:/21198/z1q54k2k,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54k2k
ark:/21198/z1v13xsm,ark:/21198/z1r51m7d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51m7d
ark:/21198/z1v13xsm,ark:/21198/z1tx59vg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx59vg
ark:/21198/z1v13xsm,ark:/21198/z1vx2c08,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2c08
ark:/21198/z1v13xsm,ark:/21198/z1zp62jr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0037_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp62jr
