Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z19k64cd,ark:/21198/z10s1kqn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1kqn
ark:/21198/z19k64cd,ark:/21198/z14j2bfc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2bfc
ark:/21198/z19k64cd,ark:/21198/z1864crc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864crc
ark:/21198/z19k64cd,ark:/21198/z1bz83cv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz83cv
ark:/21198/z19k64cd,ark:/21198/z1cz54h7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz54h7
ark:/21198/z19k64cd,ark:/21198/z1gq8v4n,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8v4n
ark:/21198/z19k64cd,ark:/21198/z1hq5w81,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5w81
ark:/21198/z19k64cd,ark:/21198/z1mg9kvz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9kvz
ark:/21198/z19k64cd,ark:/21198/z1r80bk7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80bk7
ark:/21198/z19k64cd,ark:/21198/z1w11372,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0006_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11372
