Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1rz152q,ark:/21198/z12c0tgh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0tgh
ark:/21198/z1rz152q,ark:/21198/z1641k7p,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641k7p
ark:/21198/z1rz152q,ark:/21198/z19w2b0j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2b0j
ark:/21198/z1rz152q,ark:/21198/z1dn61hk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn61hk
ark:/21198/z1rz152q,ark:/21198/z1fj4c9j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4c9j
ark:/21198/z1rz152q,ark:/21198/z1j982wg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j982wg
ark:/21198/z1rz152q,ark:/21198/z1k9540t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k9540t
ark:/21198/z1rz152q,ark:/21198/z1p28tkc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28tkc
ark:/21198/z1rz152q,ark:/21198/z1q25vp9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25vp9
ark:/21198/z1rz152q,ark:/21198/z1st9k7w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9k7w
ark:/21198/z1rz152q,ark:/21198/z1tt6mc8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6mc8
ark:/21198/z1rz152q,ark:/21198/z1xm09zr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm09zr
ark:/21198/z1rz152q,ark:/21198/z1zk7c5w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0084_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7c5w
