Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1h14v2n,ark:/21198/z1059bwt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059bwt
ark:/21198/z1h14v2n,ark:/21198/z11z619k,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0022.tif,Page,Page 22,22,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z619k
ark:/21198/z1h14v2n,ark:/21198/z12z32gd,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z32gd
ark:/21198/z1h14v2n,ark:/21198/z13z03n7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z03n7
ark:/21198/z1h14v2n,ark:/21198/z15q6s0g,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0021.tif,Page,Page 21,21,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6s0g
ark:/21198/z1h14v2n,ark:/21198/z16q3t76,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3t76
ark:/21198/z1h14v2n,ark:/21198/z17q0vd1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0vd1
ark:/21198/z1h14v2n,ark:/21198/z19g7hsp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0020.tif,Page,Page 20,20,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7hsp
ark:/21198/z1h14v2n,ark:/21198/z1bg4k0c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4k0c
ark:/21198/z1h14v2n,ark:/21198/z1cg1m1d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1m1d
ark:/21198/z1h14v2n,ark:/21198/z1f788jv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0019.tif,Page,Page 19,19,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f788jv
ark:/21198/z1h14v2n,ark:/21198/z1g759ns,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g759ns
ark:/21198/z1h14v2n,ark:/21198/z1h43nfr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43nfr
ark:/21198/z1h14v2n,ark:/21198/z1k09174,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09174
ark:/21198/z1h14v2n,ark:/21198/z1kw7c1s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7c1s
ark:/21198/z1h14v2n,ark:/21198/z1mw4d2t,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4d2t
ark:/21198/z1h14v2n,ark:/21198/z1pp12nq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0017.tif,Page,Page 17,17,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp12nq
ark:/21198/z1h14v2n,ark:/21198/z1qn83qn,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn83qn
ark:/21198/z1h14v2n,ark:/21198/z1rn54rp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn54rp
ark:/21198/z1h14v2n,ark:/21198/z1tf1t8q,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1t8q
ark:/21198/z1h14v2n,ark:/21198/z1vd8vc3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8vc3
ark:/21198/z1h14v2n,ark:/21198/z1z62jzk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ghi0020_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62jzk
