Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z14x71vq,ark:/21198/z12824fh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12824fh
ark:/21198/z14x71vq,ark:/21198/z1612w5v,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612w5v
ark:/21198/z14x71vq,ark:/21198/z19s3mx9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3mx9
ark:/21198/z14x71vq,ark:/21198/z1dj7bkj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7bkj
ark:/21198/z14x71vq,ark:/21198/z1fj4cqx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4cqx
ark:/21198/z14x71vq,ark:/21198/z1j983bq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j983bq
ark:/21198/z14x71vq,ark:/21198/z1k66f0w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66f0w
ark:/21198/z14x71vq,ark:/21198/z1p004jx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p004jx
ark:/21198/z14x71vq,ark:/21198/z1pz75qw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz75qw
ark:/21198/z14x71vq,ark:/21198/z1sr0w9d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0w9d
ark:/21198/z14x71vq,ark:/21198/z1tq7xf7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7xf7
ark:/21198/z14x71vq,ark:/21198/z1xh1n14,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0123_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1n14
