Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1rz1535,ark:/21198/z1253f2n,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253f2n
ark:/21198/z1rz1535,ark:/21198/z1350g61,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350g61
ark:/21198/z1rz1535,ark:/21198/z14x74mt,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0018.tif,Page,Page 18,18,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74mt
ark:/21198/z1rz1535,ark:/21198/z15x45r6,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x45r6
ark:/21198/z1rz1535,ark:/21198/z16x16wk,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x16wk
ark:/21198/z1rz1535,ark:/21198/z18p7wb5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0017.tif,Page,Page 17,17,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7wb5
ark:/21198/z1rz1535,ark:/21198/z19p4xf3,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4xf3
ark:/21198/z1rz1535,ark:/21198/z1bp1zmx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1zmx
ark:/21198/z1rz1535,ark:/21198/z1df8n00,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0016.tif,Page,Page 16,16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8n00
ark:/21198/z1rz1535,ark:/21198/z1ff5p4c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5p4c
ark:/21198/z1rz1535,ark:/21198/z1j69cpv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0015.tif,Page,Page 15,15,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69cpv
ark:/21198/z1rz1535,ark:/21198/z1k37qfc,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37qfc
ark:/21198/z1rz1535,ark:/21198/z1nw1f1z,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1f1z
ark:/21198/z1rz1535,ark:/21198/z1pv8g5s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8g5s
ark:/21198/z1rz1535,ark:/21198/z1sn25r8,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn25r8
ark:/21198/z1rz1535,ark:/21198/z1tm96z0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm96z0
ark:/21198/z1rz1535,ark:/21198/z1xd2xh2,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2xh2
ark:/21198/z1rz1535,ark:/21198/z1zc9zr7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_def0062_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9zr7
