Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z10z8wdq,ark:/21198/z1321sbw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321sbw
ark:/21198/z10z8wdq,ark:/21198/z15t5gzz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0014.tif,Page,Page 14,14,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5gzz
ark:/21198/z10z8wdq,ark:/21198/z16t2j29,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2j29
ark:/21198/z10z8wdq,ark:/21198/z19k67n7,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0013.tif,Page,Page 13,13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k67n7
ark:/21198/z10z8wdq,ark:/21198/z1bk38qq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk38qq
ark:/21198/z10z8wdq,ark:/21198/z1fb70bh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0012.tif,Page,Page 12,12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb70bh
ark:/21198/z10z8wdq,ark:/21198/z1gb41d0,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb41d0
ark:/21198/z10z8wdq,ark:/21198/z1k37r1d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37r1d
ark:/21198/z10z8wdq,ark:/21198/z1m34s5s,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34s5s
ark:/21198/z10z8wdq,ark:/21198/z1pv8gsv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8gsv
ark:/21198/z10z8wdq,ark:/21198/z1qv5hzp,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5hzp
ark:/21198/z10z8wdq,ark:/21198/z1tm97kg,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm97kg
ark:/21198/z10z8wdq,ark:/21198/z1vm68nz,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm68nz
ark:/21198/z10z8wdq,ark:/21198/z1zd009r,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_t0047_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd009r
