Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z1kh2f9h,ark:/21198/z11n9wpw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9wpw
ark:/21198/z1kh2f9h,ark:/21198/z15f0nd5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0nd5
ark:/21198/z1kh2f9h,ark:/21198/z1932prm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932prm
ark:/21198/z1kh2f9h,ark:/21198/z1dv3fg1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3fg1
ark:/21198/z1kh2f9h,ark:/21198/z1jm468n,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm468n
ark:/21198/z1kh2f9h,ark:/21198/z1nc7wtr,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7wtr
ark:/21198/z1kh2f9h,ark:/21198/z1pc4z00,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4z00
ark:/21198/z1kh2f9h,ark:/21198/z1s48nkx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48nkx
ark:/21198/z1kh2f9h,ark:/21198/z1t45ppv,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45ppv
ark:/21198/z1kh2f9h,ark:/21198/z1ww9d8w,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9d8w
ark:/21198/z1kh2f9h,ark:/21198/z1xw6fct,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0087_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6fct
