Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,IIIF Access URL
ark:/21198/z11g2d9s,ark:/21198/z1156cpq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0011.tif,Page,Page 11,11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156cpq
ark:/21198/z11g2d9s,ark:/21198/z1253dvj,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0003.tif,Page,Page 3,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253dvj
ark:/21198/z11g2d9s,ark:/21198/z14x74d4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0010.tif,Page,Page 10,10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x74d4
ark:/21198/z11g2d9s,ark:/21198/z15x45jh,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0002.tif,Page,Page 2,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x45jh
ark:/21198/z11g2d9s,ark:/21198/z18p7w4g,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0009.tif,Page,Page 9,9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7w4g
ark:/21198/z11g2d9s,ark:/21198/z19p4x7d,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0001.tif,Page,Page 1,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4x7d
ark:/21198/z11g2d9s,ark:/21198/z1df8msw,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0008.tif,Page,Page 8,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8msw
ark:/21198/z11g2d9s,ark:/21198/z1j69chm,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0007.tif,Page,Page 7,7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69chm
ark:/21198/z11g2d9s,ark:/21198/z1p0048b,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0006.tif,Page,Page 6,6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p0048b
ark:/21198/z11g2d9s,ark:/21198/z1sn25k1,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0005.tif,Page,Page 5,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn25k1
ark:/21198/z11g2d9s,ark:/21198/z1xd2x9c,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_cch0099_0004.tif,Page,Page 4,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2x9c
