"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sj15","ark:/21198/zz0017sh89","2","Completed","Page","wavav/images/masters/21198-zz0017sj15_725610_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj15"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sj2p","ark:/21198/zz0017sh89","2","Completed","Page","wavav/images/masters/21198-zz0017sj2p_725613_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj2p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sj36","ark:/21198/zz0017sh89","2","Completed","Page","wavav/images/masters/21198-zz0017sj36_725616_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj36"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sj4q","ark:/21198/zz0017sh89","2","Completed","Page","wavav/images/masters/21198-zz0017sj4q_725998_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj4q"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq23","ark:/21198/zz0017sh9t","2","Completed","Page","wavav/images/masters/21198-zz0017sq23_726001_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq23"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq3m","ark:/21198/zz0017sh9t","2","Completed","Page","wavav/images/masters/21198-zz0017sq3m_726004_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq3m"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq44","ark:/21198/zz0017sh9t","2","Completed","Page","wavav/images/masters/21198-zz0017sq44_726007_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq44"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq5n","ark:/21198/zz0017sh9t","2","Completed","Page","wavav/images/masters/21198-zz0017sq5n_726010_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq5n"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq65","ark:/21198/zz0017shbb","2","Completed","Page","wavav/images/masters/21198-zz0017sq65_726013_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq65"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq7p","ark:/21198/zz0017shbb","2","Completed","Page","wavav/images/masters/21198-zz0017sq7p_726016_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq7p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq86","ark:/21198/zz0017shcv","2","Completed","Page","wavav/images/masters/21198-zz0017sq86_726019_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq86"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sq9q","ark:/21198/zz0017shdc","2","Completed","Page","wavav/images/masters/21198-zz0017sq9q_726022_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq9q"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sqb7","ark:/21198/zz0017shfw","2","Completed","Page","wavav/images/masters/21198-zz0017sqb7_726025_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqb7"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sqcr","ark:/21198/zz0017shgd","2","Completed","Page","wavav/images/masters/21198-zz0017sqcr_726028_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqcr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sqfs","ark:/21198/zz0017shhx","2","Completed","Page","wavav/images/masters/21198-zz0017sqfs_726031_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqfs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sqg9","ark:/21198/zz0017shhx","2","Completed","Page","wavav/images/masters/21198-zz0017sqg9_726034_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqg9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sqht","ark:/21198/zz0017shjf","2","Completed","Page","wavav/images/masters/21198-zz0017sqht_726037_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqht"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sr4m","ark:/21198/zz0017sqkv","2","Completed","Page","wavav/images/masters/21198-zz0017sr4m_726040_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr4m"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sr54","ark:/21198/zz0017sqkv","2","Completed","Page","wavav/images/masters/21198-zz0017sr54_726043_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr54"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sr6n","ark:/21198/zz0017sqmc","2","Completed","Page","wavav/images/masters/21198-zz0017sr6n_726046_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr6n"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sr8p","ark:/21198/zz0017sqnw","2","Completed","Page","wavav/images/masters/21198-zz0017sr8p_726049_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr8p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017svzg","ark:/21198/zz0017sqpd","2","Completed","Page","wavav/images/masters/21198-zz0017svzg_726052_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017svzg"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sw0g","ark:/21198/zz0017sqpd","2","Completed","Page","wavav/images/masters/21198-zz0017sw0g_726055_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sw0g"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017sw31","ark:/21198/zz0017sqqx","2","Completed","Page","wavav/images/masters/21198-zz0017sw31_726058_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sw31"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017t8n2","ark:/21198/zz0017sqrf","2","Completed","Page","wavav/images/masters/21198-zz0017t8n2_726061_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017t8n2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017t8s4","ark:/21198/zz0017sqrf","2","Completed","Page","wavav/images/masters/21198-zz0017t8s4_726064_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017t8s4"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017ttns","ark:/21198/zz0017sqsz","2","Completed","Page","wavav/images/masters/21198-zz0017ttns_726067_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017ttns"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017ttrb","ark:/21198/zz0017sqsz","2","Completed","Page","wavav/images/masters/21198-zz0017ttrb_726070_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017ttrb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017vq9m","ark:/21198/zz0017sqtg","2","Completed","Page","wavav/images/masters/21198-zz0017vq9m_726073_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017vq9m"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017wk6k","ark:/21198/zz0017sqv0","2","Completed","Page","wavav/images/masters/21198-zz0017wk6k_726076_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017wk6k"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017wxpn","ark:/21198/zz0017sqwh","2","Completed","Page","wavav/images/masters/21198-zz0017wxpn_726079_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017wxpn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xvvq","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xvvq_726082_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xvvq"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xw08","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xw08_726085_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xw08"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xw3t","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xw3t_726088_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xw3t"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xw6c","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xw6c_726091_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xw6c"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xw9x","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xw9x_726094_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xw9x"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xwf0","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xwf0_726097_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xwf0"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xwk2","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xwk2_726100_master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xwk2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017xwq4","ark:/21198/zz0017sqx1","2","Completed","Page","wavav/images/masters/21198-zz0017xwq4_726103_master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xwq4"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zpm4","ark:/21198/zz0017sqzj","2","Completed","Page","wavav/images/masters/21198-zz0017zpm4_726106_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zpm4"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zpnn","ark:/21198/zz0017sr0j","2","Completed","Page","wavav/images/masters/21198-zz0017zpnn_726109_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zpnn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zwj0","ark:/21198/zz0017sr2k","2","Completed","Page","wavav/images/masters/21198-zz0017zwj0_726706_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zwj0"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zwp2","ark:/21198/zz0017zwkh","2","Completed","Page","wavav/images/masters/21198-zz0017zwp2_726715_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zwp2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zx69","ark:/21198/zz0017zwm1","2","Completed","Page","wavav/images/masters/21198-zz0017zx69_726721_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zx69"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zxbc","ark:/21198/zz0017zwm1","2","Completed","Page","wavav/images/masters/21198-zz0017zxbc_726724_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxbc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zxtm","ark:/21198/zz0017zwnj","2","Completed","Page","wavav/images/masters/21198-zz0017zxtm_726733_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxtm"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zxwn","ark:/21198/zz0017zxv4","2","Completed","Page","wavav/images/masters/21198-zz0017zxwn_726739_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxwn"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zxx5","ark:/21198/zz0017zxv4","2","Completed","Page","wavav/images/masters/21198-zz0017zxx5_726745_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxx5"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zxzp","ark:/21198/zz0017zxv4","2","Completed","Page","wavav/images/masters/21198-zz0017zxzp_726751_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxzp"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zz0p","ark:/21198/zz0017zxv4","2","Completed","Page","wavav/images/masters/21198-zz0017zz0p_726757_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz0p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zz16","ark:/21198/zz0017zxv4","2","Completed","Page","wavav/images/masters/21198-zz0017zz16_726760_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz16"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zz4r","ark:/21198/zz0017zz2q","2","Completed","Page","wavav/images/masters/21198-zz0017zz4r_726775_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz4r"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017zz58","ark:/21198/zz0017zz37","2","Completed","Page","wavav/images/masters/21198-zz0017zz58_726787_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz58"
