Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shbb,ark:/21198/zz000s2z4b,2,Completed,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq65,,,,,text,copyrighted,unpublished,Y,"Hefner, Hugh M. (Hugh Marston), 1926-|~|Playboy Enterprises Inc, 20th century|~|Women Against Violence Against Women ",Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Freedom of speech|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,Press Release for Hugh M. Hefner Spirit of Playboy Awards,"June 26, 1980",,,1980-06-26,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shbb/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shcv,ark:/21198/zz000s2z4b,2,Completed,Work,,16,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq86,,,private,,text,copyrighted,N,unknown,Women Against Violence Against Women |~|NBC Television Network|~|Columbia Pictures Television ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Racism|~|Violence in mass media|~|Rape,,eng,,,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author. Unsure who original author is.,,"Flyer for Campaign Against Airing of ""Beulah Land""",1980,,,1980,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shcv/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shdc,ark:/21198/zz000s2z4b,2,Completed,Work,,17,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq9q,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women |~|NBC Television Network|~|Columbia Pictures Television ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Racism|~|Violence in mass media|~|Rape,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,"Form Letter Regarding Postponing Production of ""Beulah Land""",1980,,,1980,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shdc/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shfw,ark:/21198/zz000s2z4b,2,Completed,Work,,18,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqb7,,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),NBC Television Network,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Racism|~|Violence in mass media|~|Rape,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,"Letter from NBC Regarding Postponing Production of ""Beulah Land""","June 20, 1980",,,1980-06-20,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shfw/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shgd,ark:/21198/zz000s2z4b,2,Completed,Work,,19,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqcr,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,"Letter Initiating Letter Writing Campaign to Protest Film ""Dressed to Kill""","July 31, 1980",,,1980-07-31,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shgd/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shhx,ark:/21198/zz000s2z4b,2,Completed,Work,,20,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqfs,,,,,text,copyrighted,unpublished,Y,Time Inc. Magazine Company|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,"Letter of Complaint to Time Regarding Advertising of Film ""Dressed to Kill""","August 4, 1980",,,1980-08-04,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shhx/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017shjf,ark:/21198/zz000s2z4b,2,Completed,Work,,21,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sqht,,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women |~|Filmways Pictures|~|Los Angeles Examiner,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),"Singer, Cathy",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,"Letter of Complaint to Los Angeles Examiner Regarding Advertising of Film ""Dressed to Kill""","August 5, 1980",,,1980-08-05,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017shjf/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqkv,ark:/21198/zz000s2z4b,2,Completed,Work,,22,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr4m,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women |~|Filmways Pictures,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,"Letter of Complaint to Filmways Regarding Film ""Dressed to Kill""","August 6, 1980",,,1980-08-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqkv/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqmc,ark:/21198/zz000s2z4b,2,Completed,Work,,23,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr6n,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women |~|Filmways Pictures,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Protesting Film ""Dressed to Kill""",1980,,,1980,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqmc/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqnw,ark:/21198/zz000s2z4b,2,Completed,Work,,24,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sr8p,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women |~|United Artists Corporation,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising|~|Lesbians--Stereotypes--Film,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Regarding Boycott of Film ""Windows""",1980,,,1980,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqnw/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqpd,ark:/21198/zz000s2z4b,2,Completed,Work,,25,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017svzg,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women |~|United Artists Corporation,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Press Statement for Film ""Windows""",1980,,,1980,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqpd/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqqx,ark:/21198/zz000s2z4b,2,Completed,Work,,26,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sw31,,,,,text,copyrighted,unpublished,Y,Twentieth Century-Fox Film Corporation|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Regarding Boycott of Film ""Tattoo""",1981,,,1981,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqqx/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqrf,ark:/21198/zz000s2z4b,2,Completed,Work,,27,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017t8n2,,,,,text,copyrighted,unpublished,Y,"Twentieth Century-Fox Film Corporation|~|Women Against Violence Against Women |~|Levine, Joseph E.",Los Angeles (Calif.)|~|New York (City) ,Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,"Letter to Producer Regarding Advertising of Film ""Tattoo""","October 13, 1981",,,1981-10-13,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqrf/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqsz,ark:/21198/zz000s2z4b,2,Completed,Work,,28,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017ttns,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--United States|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"WAVAW Position Statement Regarding Film ""Tattoo""","September 29, 1981",,,1981-09-29,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqsz/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqtg,ark:/21198/zz000s2z4b,2,Completed,Work,,29,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017vq9m,,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),Twentieth Century-Fox Film Corporation,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,Response from Producer Regarding Advertising of Film,"December 4, 1981",,,1981-12-04,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqtg/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqv0,ark:/21198/zz000s2z4b,2,Completed,Work,,30,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017wk6k,,,,,text,copyrighted,unpublished,Y,"Women Against Violence Against Women |~|Atari, Inc.",Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Racism|~|Boycotts--United States|~|Rape|~|Violence in video games,,eng,,,,,June L. Mazer Lesbian Archives,,,Press Release Regarding Boycott of Adult Video Games,1983,,,1983,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqv0/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqwh,ark:/21198/zz000s2z4b,2,Completed,Work,,31,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017wxpn,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Racism|~|Boycotts--United States|~|Rape|~|Violence in video games,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,Letter to Coalition Member Regarding Boycott of Adult Video Games,"January 31, 1983",,,1983-01-31,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqwh/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqx1,ark:/21198/zz000s2z4b,2,Completed,Work,,32,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017xvvq,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Sex in mass media|~|Sex in advertising|~|Incest|~|Child sexual abuse|~|Child pornography|~|Children in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Exploitation Sells - Who Pays? Regarding ""Heaven Sent""",Between May 1982 and June 1982,,,1982-05/1982-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqx1/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sqzj,ark:/21198/zz000s2z4b,2,Completed,Work,,33,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zpm4,,,,,text,copyrighted,unpublished,Y,American Broadcasting Company|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Protesting ""Eye on L.A.""",Between February 1982 and March 1982,,,1982-02/1982-03,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sqzj/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sr0j,ark:/21198/zz000s2z4b,2,Completed,Work,,35,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zpnn,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Protesting ""Pieces""","October, 1983",,,1983-10,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sr0j/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sr2k,ark:/21198/zz000s2z4b,2,Completed,Work,,34,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zwj0,,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),"Wolfe, Joyce",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,"Letter of Complaint Regarding ""The Eyes Have It"" Campaign","October 24, 1983",,,1983-10-24,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sr2k/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zwkh,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zwp2,,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),"London, Julia",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,Form Letter Requesting Action in Letter-Writing Campaign to In These Times,"March 12, 1979",,,1979-03-12,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zwkh/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zwm1,ark:/21198/zz000s2z4b,2,Completed,Work,,8,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zx69,,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.)|~|New York (City) ,Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising,,eng,letters (correspondence),"London, Julia",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,Letter Regarding In These Times Article,"March 5, 1979",,,1979-03-05,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zwm1/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zwnj,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxtm,,,private,,text,copyrighted,published,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising|~|Mass media and music,,eng,,"Dancis, Bruce",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,"""Dear Critics"" Article from In These Times","February, 1979",,,1979-02,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zwnj/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zxv4,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zxwn,,,,,text,copyrighted,unknown,Y,"Women Against Violence Against Women |~|Dancis, Bruce",Los Angeles (Calif.),,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex in advertising|~|Mass media and music,,eng,,Women Against Violence Against Women ,,,June L. Mazer Lesbian Archives,,,"WAVAW Response to ""Dear Critics"" Article from In These Times","March, 1979",,,1979-03,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zxv4/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zz2q,ark:/21198/zz000s2z4b,2,Completed,Work,,37,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz4r,,,,,text,copyrighted,,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW),unpublished,eng,,,,,June L. Mazer Lesbian Archives,,,"Press Release Regarding Film ""Killing Us Softly""",Between 1977 and 1986,,,1977/1986,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zz2q/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017zz37,ark:/21198/zz000s2z4b,2,Completed,Work,,38,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017zz58,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Violence in mass media|~|Rape|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Protesting ""Seduction""",Between 1977 and 1986,,,1977/1986,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017zz37/manifest
