Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sgz5,ark:/21198/zz000s2z4b,2,Completed,Work,,36,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sh05,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Violence in mass media|~|Rape|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Flyer Protesting ""9 1/2 Weeks""",1986,,,1986,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sgz5/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh1p,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shkz,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Serial murders $z California $z Los Angeles County,,eng,,,,,June L. Mazer Lesbian Archives,,,Instructions for Hillside Strangler Memorial Event,1977,,,1977,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh1p/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh26,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shq1,,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Campaigns - Other (WAVAW),,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,"Letter from Congressman Regarding ""Self-Defense"" Campaign","January 18, 1978",,,1978-01-18,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh26/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh3q,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shrj,,,private,,text,copyrighted,unpublished,N,Women Against Violence Against Women ,Los Angeles (Calif.),,Campaigns - Other (WAVAW),,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,"Letter from Federal Trade Commission Regarding ""Self-Defense"" Campaign","January 30, 1978",,,1978-01-30,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh3q/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh47,ark:/21198/zz000s2z4b,2,Completed,Work,,9,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shs2,,,,,text,copyrighted,unpublished,Y,Paramount Pictures|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Sadomasochism|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,Press Release Calling for Discontinuation of Bloodline Film,"July 6, 1979",,,1979-07-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh47/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh5r,ark:/21198/zz000s2z4b,2,Completed,Work,,10,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shtk,,,,,text,copyrighted,unpublished,Y,Paramount Pictures|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Boycotts--California--Los Angeles|~|Sadomasochism|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,,,Letter to Paramount Requesting Removal of All Advertising for Film,"July 6, 1979",,,1979-07-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh5r/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh68,ark:/21198/zz000s2z4b,2,Completed,Work,,11,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017shv3,,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,"Los Angeles (Calif.)|~|Knoxville, Tennessee",,Campaigns - Other (WAVAW)|~|Rape|~|Rape--United States--Psychological aspects|~|Rape victims--Medical examinations|~|Rape--Investigation,,eng,letters (correspondence),"London, Julia",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,Letter to Knoxville Mayor Regarding Firehouse Rape,"November 15, 1979",,,1979-11-15,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh68/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh7s,ark:/21198/zz000s2z4b,2,Completed,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj0n,,,,,text,copyrighted,,Y,Women Against Violence Against Women ,"Los Angeles (Calif.)|~|Knoxville, Tennessee",,Campaigns - Other (WAVAW)|~|Rape|~|Rape--United States--Psychological aspects|~|Rape--Investigation|~|Rape victims,unpublished,eng,letters (correspondence),"London, Julia",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure as to whether or not permission from author needs to be obtained as she was writing on behalf of the organization.,,Letter to Victim of Firehouse Rape,"November 17, 1979",,,1979-11-17,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh7s/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh89,ark:/21198/zz000s2z4b,2,Completed,Work,,13,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sj15,,,private,,text,copyrighted,,N,Women Against Violence Against Women ,"Los Angeles (Calif.)|~|Knoxville, Tennessee",,Campaigns - Other (WAVAW)|~|Rape|~|Rape--United States--Psychological aspects|~|Rape victims--Medical examinations|~|Rape--Investigation,unpublished,eng,letters (correspondence),,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,Response from Knoxville Mayor Regarding Firehouse Rape,"January 24, 1980",,,1980-01-24,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh89/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz0017sh9t,ark:/21198/zz000s2z4b,2,Completed,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017sq23,,,,,text,copyrighted,unpublished,Y,"Hefner, Hugh M. (Hugh Marston), 1926-|~|Playboy Enterprises Inc, 20th century|~|Women Against Violence Against Women ",Los Angeles (Calif.),Women Against Violence Against Women ,Campaigns - Other (WAVAW)|~|Freedom of speech|~|Racism|~|Violence in mass media|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,Press Release for Hugh M. Hefner Spirit of Playboy Awards,"June 26, 1980",,,1980-06-26,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017sh9t/manifest
