"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_001.tif","Page","Page 1","1","ark:/21198/z1kd3x4d","ark:/21198/z1hd9tzk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9tzk"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_002.tif","Page","Page 2","2","ark:/21198/z1kd3x4d","ark:/21198/z1cn937n","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn937n"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_003.tif","Page","Page 3","3","ark:/21198/z1kd3x4d","ark:/21198/z18071xj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18071xj"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_004.tif","Page","Page 4","4","ark:/21198/z1kd3x4d","ark:/21198/z147695s","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz147695s"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_005.tif","Page","Page 5","5","ark:/21198/z1kd3x4d","ark:/21198/z10g5jdm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5jdm"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_006.tif","Page","Page 6","6","ark:/21198/z1kd3x4d","ark:/21198/z1vq51x9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq51x9"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_007.tif","Page","Page 7","7","ark:/21198/z1kd3x4d","ark:/21198/z1qz497f","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz497f"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_008.tif","Page","Page 8","8","ark:/21198/z1kd3x4d","ark:/21198/z1m63jkx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63jkx"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_009.tif","Page","Page 9","9","ark:/21198/z1kd3x4d","ark:/21198/z1gf2str","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2str"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_010.tif","Page","Page 10","10","ark:/21198/z1kd3x4d","ark:/21198/z1bs0rfv","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0rfv"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00013_011.tif","Page","Page 11","11","ark:/21198/z1kd3x4d","ark:/21198/z17100qt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17100qt"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00014_001.tif","Page","Page 1","1","ark:/21198/z1fn35fh","ark:/21198/z13797z3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13797z3"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00014_002.tif","Page","Page 2","2","ark:/21198/z1fn35fh","ark:/21198/z1zg8rgt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8rgt"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00015_001.tif","Page","Page 1","1","ark:/21198/z19w2dsp","ark:/21198/z1tq80tc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq80tc"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00016_001.tif","Page","Page 1","1","ark:/21198/z1641p17","ark:/21198/z1pz7832","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz7832"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00016_002.tif","Page","Page 2","2","ark:/21198/z1641p17","ark:/21198/z1k66hd3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66hd3"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00016_003.tif","Page","Page 3","3","ark:/21198/z1641p17","ark:/21198/z1fj4g33","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4g33"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00016_004.tif","Page","Page 4","4","ark:/21198/z1641p17","ark:/21198/z19s3qbx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3qbx"
"Masters/othermasters/DEPauis/prisoners-life/images/auis_ec_00016_005.tif","Page","Page 5","5","ark:/21198/z1641p17","ark:/21198/z1612zk2","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612zk2"
