Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1b9k/8b04xs1p,ark:/21198/zz002c1b9k,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder3/G4362_111_P55_no_scale_LBHD_1925_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1b9k%2F8b04xs1p
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1b9k/rp69605t,ark:/21198/zz002c1b9k,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder3/G4362_111_P55_no_scale_LBHD_1925_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1b9k%2Frp69605t
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bb3/1g80024k,ark:/21198/zz002c1bb3,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_300_AAA_1937_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bb3%2F1g80024k
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bb3/s237tn4f,ark:/21198/zz002c1bb3,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_300_AAA_1937_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bb3%2Fs237tn4f
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bqs/0f21kg4t,ark:/21198/zz002c1bqs,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_LAVicinity_P2_200_ACSC_1933_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bqs%2F0f21kg4t
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bqs/5d15v21b,ark:/21198/zz002c1bqs,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_LAVicinity_P2_200_ACSC_1933_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bqs%2F5d15v21b
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1br9/hs193265,ark:/21198/zz002c1br9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_LAVicinity_P2_232_ACSC_1945_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1br9%2Fhs193265
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1br9/tr23xh1h,ark:/21198/zz002c1br9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_LAVicinity_P2_232_ACSC_1945_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1br9%2Ftr23xh1h
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bst/2w24ss1n,ark:/21198/zz002c1bst,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_M1_126_CBC_1945_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bst%2F2w24ss1n
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bst/s949ng5d,ark:/21198/zz002c1bst,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_M1_126_CBC_1945_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bst%2Fs949ng5d
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bxw/8q80sd49,ark:/21198/zz002c1bxw,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_P2_VAR_SFNBLA_ND_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bxw%2F8q80sd49
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1bxw/h376w51g,ark:/21198/zz002c1bxw,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_P2_VAR_SFNBLA_ND_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1bxw%2Fh376w51g
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1c0d/fj72zm1g,ark:/21198/zz002c1c0d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_P55_22_LASFNB_1941_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1c0d%2Ffj72zm1g
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1c0d/nk803p4r,ark:/21198/zz002c1c0d,,,Page,Masters/Maps/Bruman-Maps/image/Drawer14_folder4/G4362_111_P55_22_LASFNB_1941_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1c0d%2Fnk803p4r
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1ctt/9m424r1k,ark:/21198/zz002c1ctt,,,Page,Masters/Maps/Bruman-Maps/image/Drawer15_folder1/G4362s_111_H8_Var_CDNR_yr_Index_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1ctt%2F9m424r1k
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1ctt/zr75vb3g,ark:/21198/zz002c1ctt,,,Page,Masters/Maps/Bruman-Maps/image/Drawer15_folder1/G4362s_111_H8_Var_CDNR_yr_Index_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1ctt%2Fzr75vb3g
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1dqr/ms31sb7z,ark:/21198/zz002c1dqr,,,Page,Masters/Maps/Bruman-Maps/image/Drawer16_folder2/G4363_Lake_Co_96_USGS_1885_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1dqr%2Fms31sb7z
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1dqr/wp50pn7g,ark:/21198/zz002c1dqr,,,Page,Masters/Maps/Bruman-Maps/image/Drawer16_folder2/G4363_Lake_Co_96_USGS_1885_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1dqr%2Fwp50pn7g
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1f8h/cp761895,ark:/21198/zz002c1f8h,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder2/G4363_P2_175_SCC.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1f8h%2Fcp761895
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1f8h/rd80v877,ark:/21198/zz002c1f8h,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder2/G4363_SanJoaquinCo_P2_175_SCC_1943_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1f8h%2Frd80v877
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fgm/cv39sp0w,ark:/21198/zz002c1fgm,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder3/G4363_RiversideCo_G4_ca350_USDA_1939_sheet2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fgm%2Fcv39sp0w
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fgm/tw222v4k,ark:/21198/zz002c1fgm,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder3/G4363_RiversideCo_G4_ca350_USDA_1939_sheet1.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fgm%2Ftw222v4k
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fgm/zh118s51,ark:/21198/zz002c1fgm,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder3/G4363_RiversideCo_G4_ca350_USDA_1939_sheet3.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fgm%2Fzh118s51
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fjn/g761t68f,ark:/21198/zz002c1fjn,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder3/G4363_RiversideCo_P2_VAR_ACSC_1928_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fjn%2Fg761t68f
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fjn/nh039b18,ark:/21198/zz002c1fjn,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder3/G4363_RiversideCo_P2_VAR_ACSC_1928_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fjn%2Fnh039b18
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fq7/bs33v37c,ark:/21198/zz002c1fq7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_G9_1939_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fq7%2Fbs33v37c
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1fq7/tk38dh2k,ark:/21198/zz002c1fq7,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_G9_1939_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1fq7%2Ftk38dh2k
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1frr/cb978r3f,ark:/21198/zz002c1frr,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_S3P2_1936_A8_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1frr%2Fcb978r3f
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1frr/s894fw60,ark:/21198/zz002c1frr,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_S3P2_1936_A8_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1frr%2Fs894fw60
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g0v/b960wc8p,ark:/21198/zz002c1g0v,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_T8P2_1935_A98_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g0v%2Fb960wc8p
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g0v/hp220944,ark:/21198/zz002c1g0v,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_T8P2_1935_A98_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g0v%2Fhp220944
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g4x/h462zb76,ark:/21198/zz002c1g4x,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_V4P2_1936_A8_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g4x%2Fh462zb76
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g4x/kt399t0q,ark:/21198/zz002c1g4x,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_V4P2_1936_A8_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g4x%2Fkt399t0q
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g7g/8k47jp3t,ark:/21198/zz002c1g7g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_VenturaCo_H8_250_1910_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g7g%2F8k47jp3t
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1g7g/x673vj6m,ark:/21198/zz002c1g7g,,,Page,Masters/Maps/Bruman-Maps/image/Drawer17_folder4/G4363_VenturaCo_H8_250_1910_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1g7g%2Fx673vj6m
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1gp6/gx44026n,ark:/21198/zz002c1gp6,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder1/G4363_51_LACo_CA_1860s_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1gp6%2Fgx44026n
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1gp6/hq44w734,ark:/21198/zz002c1gp6,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder1/G4363_51_LACo_CA_1860s_c.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1gp6%2Fhq44w734
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1gp6/kn30d346,ark:/21198/zz002c1gp6,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder1/G4363_51_LACo_CA_1860s_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1gp6%2Fkn30d346
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hc1/1c26786w,ark:/21198/zz002c1hc1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder2/G4363_LACo_NS_LACBS_1888_sheet2.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hc1%2F1c26786w
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hc1/jh50k014,ark:/21198/zz002c1hc1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder2/G4363_LACo_NS_LACBS_1888_sheet3.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hc1%2Fjh50k014
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hc1/tc19xj6t,ark:/21198/zz002c1hc1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder2/G4363_LACo_NS_LACBS_1888_sheet4.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hc1%2Ftc19xj6t
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hc1/x240nd2g,ark:/21198/zz002c1hc1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer18_folder2/G4363_LACo_NS_LACBS_1888_sheet1_copy2.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hc1%2Fx240nd2g
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hv8/8t82d02f,ark:/21198/zz002c1hv8,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder3/G4363_LACo_A5_NS_FN_1932_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hv8%2F8t82d02f
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hv8/sj84gf8p,ark:/21198/zz002c1hv8,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder3/G4363_LACo_A5_NS_FN_1932_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hv8%2Fsj84gf8p
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hws/4c215298,ark:/21198/zz002c1hws,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder3/G4363_LACo_A5_NS_GM_1936_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hws%2F4c215298
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1hws/gm66sg5c,ark:/21198/zz002c1hws,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder3/G4363_LACo_A5_NS_GM_1936_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1hws%2Fgm66sg5c
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jg2/3m92pz3s,ark:/21198/zz002c1jg2,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_52_G1_23_ASC_ca1940_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jg2%2F3m92pz3s
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jg2/wz825q4v,ark:/21198/zz002c1jg2,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_52_G1_23_ASC_ca1940_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jg2%2Fwz825q4v
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jj3/1061wh0s,ark:/21198/zz002c1jj3,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E2_150_RPC_1940.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jj3%2F1061wh0s
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jj3/qr551p5j,ark:/21198/zz002c1jj3,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_LACo_E2_150_RPC_1940.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jj3%2Fqr551p5j
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jxs/b575q15x,ark:/21198/zz002c1jxs,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E635_VAR_AYCSC_1938_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jxs%2Fb575q15x
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jxs/ns18p075,ark:/21198/zz002c1jxs,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E635_VAR_AYCSC_1938_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jxs%2Fns18p075
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jz9/s687rf71,ark:/21198/zz002c1jz9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E635_VAR_AYCSC_1940_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jz9%2Fs687rf71
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1jz9/tk172k0w,ark:/21198/zz002c1jz9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder4/G4363_LACo_E635_VAR_AYCSC_1940_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1jz9%2Ftk172k0w
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kjk/2j19n98q,ark:/21198/zz002c1kjk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_20_LACounty_ACSC_1941_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kjk%2F2j19n98q
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1kjk/gk95fz52,ark:/21198/zz002c1kjk,,,Page,Masters/Maps/Bruman-Maps/image/Drawer19_folder5/G4363_20_LACounty_ACSC_1941_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1kjk%2Fgk95fz52
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1nbf/9v69w12r,ark:/21198/zz002c1nbf,,,Page,Masters/Maps/Bruman-Maps/image/Drawer20_Oct26_folder2/G4362_111_62_5_USGS_1897_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1nbf%2F9v69w12r
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1nbf/h516cd0m,ark:/21198/zz002c1nbf,,,Page,Masters/Maps/Bruman-Maps/image/Drawer20_Oct26_folder2/G4362_111_62_5_USGS_1897_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1nbf%2Fh516cd0m
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1nh1/qh927t82,ark:/21198/zz002c1nh1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer20_Oct26_folder2/G4362_111_J1_250_FY_1914_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1nh1%2Fqh927t82
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1nh1/rj05w771,ark:/21198/zz002c1nh1,,,Page,Masters/Maps/Bruman-Maps/image/Drawer20_Oct26_folder2/G4362_111_J1_250_FY_1914_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c1nh1%2Frj05w771
