"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfc9n","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfc9n-1-master.tif","1","","","","","","","","","","pd","","","","","MS 66 inside front cover","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfc9n",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcb5","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcb5-1-master.tif","2","","","","","","","","","","pd","","","","","MS 66 folio 1","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcb5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfccp","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfccp-1-master.tif","3","","","","","","","","","","pd","","","","","MS 66 folio 1v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfccp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcd6","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcd6-1-master.tif","4","","","","","","","","","","pd","","","","","MS 66 folio 2","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcd6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcfq","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcfq-1-master.tif","5","","","","","","","","","","pd","","","","","MS 66 folio 2v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcfq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcg7","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcg7-1-master.tif","6","","","","","","","","books of hours","","pd","","","","","MS 66 folio 3","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcg7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfchr","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfchr-1-master.tif","7","","","","","","","","books of hours","","pd","","","","","MS 66 folio 3v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfchr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcj8","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcj8-1-master.tif","8","","","","","","","","books of hours","","pd","","","","","MS 66 folio 4","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcj8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcks","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcks-1-master.tif","9","","","","","","","","books of hours","","pd","","","","","MS 66 folio 4v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcks",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sfcm9","ark:/21198/zz000sfc84","2","Completed","Page","medren/masters/21198-zz000sfcm9-1-master.tif","10","","","","","","","","books of hours","","pd","","","","","MS 66 folio 5","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sfcm9",""
