"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7hq","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7hq-1-master.tif","1","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. pastedown marble paper","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7hq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7j7","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7j7-1-master.tif","2","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. blank folio 1","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7j7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7kr","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7kr-1-master.tif","3","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. blank folio 1v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7kr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7m8","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7m8-1-master.tif","4","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 2","v","","","","","","","","1. ff. 2-8v, [f. 1, excised. Al fulgor di due bei vai] // sorte mai non speri...Fortuna e Amore. Fine. [f. 8v bottom right: ""Luigi"" in the hand of the scribe.]Luigi Rossi, from his opera Orfeo (Paris, Palais Royale 2 March 1647). E. Caluori, The Cantatas of Luigi Rossi: Analysis and Thematic Index. 2 (Ann Arbor 1981) 204.","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7m8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7ns","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7ns-1-master.tif","5","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 2v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7ns",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7p9","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7p9-1-master.tif","6","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 3","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7p9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7qt","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7qt-1-master.tif","7","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 3v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7qt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7rb","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7rb-1-master.tif","8","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 4","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7rb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7sv","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7sv-1-master.tif","9","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 4v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7sv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kn015","ark:/21198/zz000sh7g6","1","In progress","Page","","11","","","","","","","","","","","","","","","Coll. 170 Ms. 85. folio 5 [missing image]","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kn00n","ark:/21198/zz000sh7g6","1","In progress","Page","","12","","","","","","","","","","","","","","","Coll. 170 Ms. 85. folio 5v [missing image]","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7tc","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7tc-1-master.tif","13","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 6","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7tc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7vw","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7vw-1-master.tif","14","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 6v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7vw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7wd","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7wd-1-master.tif","15","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 7","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7wd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7xx","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7xx-1-master.tif","16","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 7v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7xx",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh7zf","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh7zf-1-master.tif","17","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 10","v","","","","","","","","2. ff. 10-24, [f. 9, excised. Non amerò] //rò non Amerò non amerò...uno che Cieco. Fine. [f. 24v, ruled for music, blank.]","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh7zf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh80f","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh80f-1-master.tif","18","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 10v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh80f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh81z","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh81z-1-master.tif","19","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 11","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh81z",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh82g","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh82g-1-master.tif","20","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 11v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh82g",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh830","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh830-1-master.tif","21","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 12","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh830",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh84h","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh84h-1-master.tif","22","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 12v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh84h",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh851","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh851-1-master.tif","23","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 13","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh851",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh86j","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh86j-1-master.tif","24","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 13v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh86j",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh872","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh872-1-master.tif","25","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 14","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh872",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh88k","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh88k-1-master.tif","26","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 14v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh88k",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh893","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh893-1-master.tif","27","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 15","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh893",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh8bm","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh8bm-1-master.tif","28","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 15v","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh8bm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000sh8c4","ark:/21198/zz000sh7g6","2","Completed","Page","medren/masters/21198-zz000sh8c4-1-master.tif","29","","","","","","","","","","pd","","","","","Coll. 170. Ms. 85. folio 16","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sh8c4",""
