"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knm8g","ark:/21198/zz00293n8g","1","In progress","Page","","1","","","","","","","","","","","","","","","MS 70 coverboard (image missing)","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knm90","ark:/21198/zz00293n8g","1","In progress","Page","","2","","","","","","","","","","","","","","","MS 70 inside coverboard (image missing)","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293n90","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293n90_1966847_master.tif","4","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 1","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293n90",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293psq","ark:/21198/zz00293n8g","4","Derived","Page","medren/masters/21198-zz00293psq_1966850_master.tif","5","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 69 folio 1v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293psq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293pt7","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293pt7_1966853_master.tif","6","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 2","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293pt7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293pvr","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293pvr_1966856_master.tif","7","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 2v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293pvr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293pw8","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293pw8_1966859_master.tif","8","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 3","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293pw8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293pxs","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293pxs_1966862_master.tif","9","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 3v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293pxs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293pz9","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293pz9_1966865_master.tif","10","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 4","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293pz9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q09","ark:/21198/zz00293n8g","4","Derived","Page","medren/masters/21198-zz00293q09_1966868_master.tif","11","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 4v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q09",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q1t","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q1t_1966871_master.tif","12","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 5","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q1t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knmc1","ark:/21198/zz00293n8g","1","In progress","Page","","13","","","","","","","","","","","","","","","MS 70 folio 5v (image missing)","v","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knmdj","ark:/21198/zz00293n8g","1","In progress","Page","","14","","","","","","","","","","","","","","","MS 70 folio 6 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q2b","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q2b_1966874_master.tif","16","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 6v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q2b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q3v","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q3v_1966877_master.tif","17","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 7","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q3v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q4c","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q4c_1966880_master.tif","18","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 7v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q4c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q5w","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q5w_1966883_master.tif","19","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 8","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q5w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q6d","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q6d_1966886_master.tif","20","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 8v","v","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q6d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00293q7x","ark:/21198/zz00293n8g","2","Completed","Page","medren/masters/21198-zz00293q7x_1966889_master.tif","21","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 70 folio 9","r","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00293q7x",""
