"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kjtwb","ark:/21198/zz00286nrn","1","In progress","Page","","1","","","","","","","","","","","","","","","MS 29 front cover","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qfz","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qfz_1902607_master.tif","2","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 inside front cover","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qfz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qh0","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qh0_1902610_master.tif","3","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 1","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qh0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qjh","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qjh_1902613_master.tif","4","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 1v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qjh",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qk1","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qk1_1902616_master.tif","5","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 2","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qk1",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qmj","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qmj_1902619_master.tif","6","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 2v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qmj",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qn2","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qn2_1902622_master.tif","7","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 3","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qn2",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qpk","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qpk_1902625_master.tif","8","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 3v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qpk",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qq3","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qq3_1902628_master.tif","9","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 4","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qq3",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qrm","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qrm_1902631_master.tif","10","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 4v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qrm",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qs4","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qs4_1902634_master.tif","11","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 5","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qs4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qtn","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qtn_1902637_master.tif","12","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 5v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qtn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qv5","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qv5_1902640_master.tif","13","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 6","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qv5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qwp","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qwp_1902643_master.tif","14","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 6v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qwp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qx6","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qx6_1902646_master.tif","15","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 7","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qx6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286qzq","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286qzq_1902649_master.tif","16","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 7v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286qzq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r0q","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r0q_1902664_master.tif","17","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 8","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r0q",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r17","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r17_1902677_master.tif","18","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 8v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r17",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r2r","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r2r_1902692_master.tif","19","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 9","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r2r",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r38","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r38_1902704_master.tif","20","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 9v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r38",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r4s","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r4s_1902713_master.tif","21","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 10","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r4s",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r59","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r59_1902718_master.tif","22","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 10v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r59",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r6t","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r6t_1902724_master.tif","23","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio  11","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r6t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r7b","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r7b_1902731_master.tif","24","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 11v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r7b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r8v","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r8v_1902742_master.tif","25","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 12","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r8v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286r9c","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286r9c_1902751_master.tif","26","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 folio 12v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286r9c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz00286rbw","ark:/21198/zz00286nrn","2","Completed","Page","medren/masters/21198-zz00286rbw_1902757_master.tif","27","","","","","","","","text","manuscripts (document genre)","pd","","","","","MS 29 inside back cover","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286rbw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kjtxv","ark:/21198/zz00286nrn","2","Completed","Page","","28","","","","","","","","","","","","","","","MS 29 back cover","","","","","","","","","","","","","","","","","","missing","",""
