"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng2f","ark:/21198/zz00153m5d","1","In progress","Page","","1","","","","","","","","","","","","","","","MS 69 folio 1 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng3z","ark:/21198/zz00153m5d","1","In progress","Page","","2","","","","","","","","","","","","","","","MS 69 folio 1v (image missing)","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng4g","ark:/21198/zz00153m5d","1","In progress","Page","","3","","","","","","","","","text","","","","","","MS 69 folio 2 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng50","ark:/21198/zz00153m5d","1","In progress","Page","","4","","","","","","","","","text","","","","","","MS 69 folio 2v (image missing)","v","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng6h","ark:/21198/zz00153m5d","1","In progress","Page","","5","","","","","","","","","text","","","","","","MS 69 folio 3 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng71","ark:/21198/zz00153m5d","1","In progress","Page","","6","","","","","","","","text","","","","","","","MS 69 folio 3v (image missing)","v","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng8j","ark:/21198/zz00153m5d","1","In progress","Page","","7","","","","","","","","","text","","","","","","MS 69 folio 4 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kng92","ark:/21198/zz00153m5d","1","In progress","Page","","8","","","","","","","","text","","","","","","","MS 69 folio 4v (image missing)","v","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kngbk","ark:/21198/zz00153m5d","1","In progress","Page","","9","","","","","","","","text","","","","","","","MS 69 folio 5 (image missing)","r","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kngc3","ark:/21198/zz00153m5d","1","In progress","Page","","10","","","","","","","","text","","","","","","","MS 69 folio 5v (image missing)","v","","","","","","","","","","","","","","","","","missing","",""
