"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkmt","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkmt_1315162_master.tif","1","","","","","","","","","","pd","","","","","ms_93_0001","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkmt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhknb","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhknb_1315180_master.tif","2","","","","","","","","","","pd","","","","","ms_93_0002","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhknb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkpv","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkpv_1315193_master.tif","3","","","","","","","","","","pd","","","","","ms_93_0003","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkpv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkqc","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkqc_1315226_master.tif","4","","","","","","","","","","pd","","","","","ms_93_0004","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkqc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkrw","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkrw_1315248_master.tif","5","","","","","","","","","","pd","","","","","ms_93_0005","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkrw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhksd","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhksd_1315269_master.tif","6","","","","","","","","","","pd","","","","","ms_93_0006","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhksd",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhktx","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhktx_1315285_master.tif","7","","","","","","","","","","pd","","","","","ms_93_0007","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhktx",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkvf","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkvf_1315304_master.tif","8","","","","","","","","","","pd","","","","","ms_93_0008","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkvf",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkwz","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkwz_1315399_master.tif","9","","","","","","","","","","pd","","","","","ms_93_0009","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkwz",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkxg","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkxg_1315444_master.tif","10","","","","","","","","","","pd","","","","","ms_93_0010","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkxg",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhkz0","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhkz0_1315458_master.tif","11","","","","","","","","","","pd","","","","","ms_93_0011","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhkz0",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhm00","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhm00_1315472_master.tif","12","","","","","","","","","","pd","","","","","ms_93_0012","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhm00",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001nhm1h","ark:/21198/zz001nhhf8","1","In progress","Page","medren/masters/21198-zz001nhm1h_1315495_master.tif","13","","","","","","","","","","pd","","","","","ms_93_0013","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhm1h",""
