"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx19","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx19_1421377_master.tif","1","","","","","","","","","","pd","","","","","ms_88_0001","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx19",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx2t","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx2t_1421386_master.tif","2","","","","","","","","","","pd","","","","","ms_88_0002","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx2t",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx3b","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx3b_1421400_master.tif","3","","","","","","","","","","pd","","","","","ms_88_0003","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx3b",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx4v","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx4v_1421404_master.tif","4","","","","","","","","","","pd","","","","","ms_88_0004","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx4v",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx5c","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx5c_1421414_master.tif","5","","","","","","","","","","pd","","","","","ms_88_0005","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx5c",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx6w","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx6w_1421432_master.tif","6","","","","","","","","","","pd","","","","","ms_88_0006","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx6w",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx7d","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx7d_1421440_master.tif","7","","","","","","","","","","pd","","","","","ms_88_0007","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx7d",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx8x","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx8x_1421448_master.tif","8","","","","","","","","","","pd","","","","","ms_88_0008","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx8x",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njx9f","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njx9f_1421488_master.tif","9","","","","","","","","","","pd","","","","","ms_88_0009","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njx9f",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001njxbz","ark:/21198/zz001njwzs","1","In progress","Page","medren/masters/21198-zz001njxbz_1421494_master.tif","10","","","","","","","","","","pd","","","","","ms_88_0010","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001njxbz",""
