==> 21198zz0009gxbj_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000shgbh,ark:/21198/zz000shg90,2,Completed,Page,medren/masters/21198-zz000shgbh-1-master.tif,1,,,,,,,,,manuscripts (document genre),pd,,,,,MS 80 publisher folio i,r,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000shgbh,

==> 21198zz000sj3c5_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000sj3dp,ark:/21198/zz000sj3c5,2,Completed,Page,medren/masters/21198-zz000sj3dp-1-master.tif,1,,,,,,,,,,pd,,,,,MS 40 folio 1,r,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sj3dp,

==> 21198zz000skgs4_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000skgtn,ark:/21198/zz000skgs4,2,Completed,Page,medren/masters/21198-zz000skgtn-1-master.tif,1,,,,,,,,,,pd,,,,,1,r,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000skgtn,

==> 21198zz000skrmd_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000skrnx,ark:/21198/zz000skrmd,2,Completed,Page,medren/masters/21198-zz000skrnx-1-master.tif,1,,,,,,,,,,pd,,,,,1,r,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000skrnx,

==> 21198zz000skt1k_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000skt23,ark:/21198/zz000skt1k,2,Completed,Page,medren/masters/21198-zz000skt23-1-master.tif,1,,,,,,,,,,pd,,,,,Coll. 170. Ms. 358. Page 1,v,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000skt23,

==> 21198zz000sm0cm_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000sm0d4,ark:/21198/zz000sm0cm,2,Completed,Page,medren/masters/21198-zz000sm0d4-1-master.tif,1,,,,,,,,,,pd,,,,,Coll. 170. Ms. 664. Page 1,r,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sm0d4,

==> 21198zz000sn10v_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000sn11c,ark:/21198/zz000sn10v,2,Completed,Page,medren/masters/21198-zz000sn11c-1-master.tif,1,,,,,,,,,,pd,,,,,Coll. 170. Ms. 642. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn11c,

==> 21198zz00152q3c_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz00152q4w,ark:/21198/zz00152q3c,2,Completed,Page,medren/masters/21198-zz00152q4w-1-master.tif,1,,,,,,,,text,,pd,,,,,MS 20 folio 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152q4w,

==> 21198zz00152sfh_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz00152sg1,ark:/21198/zz00152sfh,2,Completed,Page,medren/masters/21198-zz00152sg1-1-master.tif,1,,,,,,,,text,,pd,,,,,MS 22 folio 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152sg1,

==> 21198zz00153cmr_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001dxxnn,ark:/21198/zz00153cmr,2,Completed,Page,,1,,,,,,,,,,pd,,,,,MS 51 front cover,r,,,,,No image.,,,,,,,,,,,,missing,,

==> 21198zz00153kdj_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz00153kf2,ark:/21198/zz00153kdj,2,Completed,Page,medren/masters/21198-zz00153kf2-1-master.tif,1,,,,,,,,text,,pd,,,,,MS 53 sheet 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153kf2,

==> 21198zz00153ks7_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002knfp8,ark:/21198/zz00153ks7,1,In progress,Page,,1,,,,,,,,,,,,,,,Front coverboard,,,,,,,,,,,,,,,,,,missing,,

==> 21198zz00153m5d_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002kng2f,ark:/21198/zz00153m5d,1,In progress,Page,,1,,,,,,,,,,,,,,,MS 69 folio 1 (image missing),r,,,,,,,,,,,,,,,,,missing,,

==> 21198zz00153s3s_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002knn9g,ark:/21198/zz00153s3s,1,In progress,Page,,1,,,,,,,,,,,,,,,MS 74 front coverboard,,,,,,,,,,,,,,,,,,missing,,

==> 21198zz001541fs_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001541rf,ark:/21198/zz001541fs,2,Completed,Page,medren/masters/21198-zz001541rf-1-master.tif,1,,,,,,,,text,,pd,,,,,Rouse Ms. 96. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001541rf,

==> 21198zz0015437n_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001543fr,ark:/21198/zz0015437n,2,Completed,Page,medren/masters/21198-zz001543fr-1-master.tif,1,,,,,,,,text,,pd,,,,,Rouse Ms. 105. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001543fr,

==> 21198zz00154385_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001543nv,ark:/21198/zz00154385,1,In progress,Page,medren/masters/21198-zz001543nv-1-master.tif,1,,,,,,,,text,,pd,,,,,Ms. 106. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001543nv,

==> 21198zz00154563_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz0015457m,ark:/21198/zz00154563,1,In progress,Page,medren/masters/21198-zz0015457m-1-master.tif,1,,,,,,,,text,,pd,,,,,Ms. 107. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015457m,

==> 21198zz001545d6_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001545fq,ark:/21198/zz001545d6,2,Completed,Page,medren/masters/21198-zz001545fq-1-master.tif,1,,,,,,,,still image|~|text,,pd,,,,,Rouse Ms. Illum. 3. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001545fq,

==> 21198zz001545ks_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001545m9,ark:/21198/zz001545ks,2,Completed,Page,medren/masters/21198-zz001545m9-1-master.tif,1,,,,,,,,text,,pd,,,,,Ms. L11. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001545m9,

==> 21198zz001545pb_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001545qv,ark:/21198/zz001545pb,2,Completed,Page,medren/masters/21198-zz001545qv-1-master.tif,1,,,,,,,,text,,pd,,,,,Ms. L12. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001545qv,

==> 21198zz001545sw_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001545td,ark:/21198/zz001545sw,2,Completed,Page,medren/masters/21198-zz001545td-1-master.tif,1,,,,,,,,text,,pd,,,,,Ms. L15. Page 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001545td,

==> 21198zz00157r96_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz00157rc7,ark:/21198/zz00157r96,2,Completed,Page,medren/masters/21198-zz00157rc7-1-master.tif,2,,,,,,,,text,fragments,pd,,,,,"PAUL THE DEACON, HOMILIARY. Northwestern Italy.",r,s. IXex/Xin,,***170/403 2/IX/ITA/1 volume 1,,,,,,,,900/1000,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00157rc7,

==> 21198zz001drdgk_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001hbk8r,ark:/21198/zz001drdgk,2,Completed,Page,medren/masters/21198-zz001hbk8r_1276364_master.tif,1,,,,,,,,,,pd,,,,,MS 30 folio 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hbk8r,

==> 21198zz001hcw6h_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001hcw71,ark:/21198/zz001hcw6h,2,Completed,Page,medren/masters/21198-zz001hcw71_1276697_master.tif,1,,,,,,,,,,pd,,,,,MS 33 folio 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcw71,

==> 21198zz001hcws9_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz002kjw80,ark:/21198/zz001hcws9,2,Completed,Page,,1,,,,,,,,,,,,,,,MS 37 front cover,,,,,,,,,,,,,,,,,,missing,,

==> 21198zz001hcz1w_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Medieval and Renaissance Manuscripts,ark:/21198/zz001hcz2d,ark:/21198/zz001hcz1w,1,In progress,Page,medren/masters/21198-zz001hcz2d_1277024_master.tif,1,,,,,,,,,,pd,,,,,MS 39 folio 1,r,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcz2d,

==> 21198zz001hczjn_pages.csv <==
Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Relation.textDirection,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Format.extent,Relation.pageNumber,Bucketeer State,IIIF Access URL,IIIF Manifest URL
