"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75jp","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75jp-1-master.tif","1","","","","","","","","","","pd","","","","","1","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75jp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75k6","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75k6-1-master.tif","2","","","","","","","","","","pd","","","","","2","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75k6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75mq","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75mq-1-master.tif","3","","","","","","","","","","pd","","","","","3","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75mq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75n7","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75n7-1-master.tif","4","","","","","","","","","","pd","","","","","4","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75n7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75pr","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75pr-1-master.tif","5","","","","","","","","","","pd","","","","","5","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75pr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75q8","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75q8-1-master.tif","6","","","","","","","","","","pd","","","","","6","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75q8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75rs","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75rs-1-master.tif","7","","","","","","","","","","pd","","","","","7","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75rs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75s9","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75s9-1-master.tif","8","","","","","","","","","","pd","","","","","8","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75s9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75tt","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75tt-1-master.tif","9","","","","","","","","","","pd","","","","","9","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75tt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s75vb","ark:/21198/zz000s75h5","2","Completed","Page","medren/masters/21198-zz000s75vb-1-master.tif","10","","","","","","","","","","pd","","","","","10","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s75vb",""
