"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8d4","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8d4_2396881_master.tif","1","","","","","","","","","","","","","","","i","","","","","","original file name: MS170-347_sB_i_600ppi","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8d4",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8fn","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8fn_2396884_master.tif","2","","","","","","","","","","","","","","","ii","","","","","","original filename: MS170-347_sB_ii_600ppi","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8fn",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8g5","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8g5_2396890_master.tif","3","","","","","","","","","","","","","","","iii","","","","","","original filename: MS170-347_sB_iii_600ppi","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8g5",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8hp","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8hp_2396893_master.tif","4","","","","","","","","","","","","","","","iv","","","","","","original filename: MS170-347_sB_iv_600ppi","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8hp",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8j6","ark:/21198/zz002kc1w0","1","In progress","Page","medren/masters/21198-zz002kc8j6_2396896_master.tif","5","","","","","","","","","","","","","","","v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8j6",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8kq","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8kq_2396899_master.tif","6","","","","","","","","","","","","","","","vi","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8kq",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8m7","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8m7_2396902_master.tif","7","","","","","","","","","","","","","","","A","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8m7",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8nr","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8nr_2396905_master.tif","8","","","","","","","","","","","","","","","A verso","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8nr",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8p8","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8p8_2396908_master.tif","9","","","","","","","","","","","","","","","B","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8p8",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8r9","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8r9_2397034_master.tif","10","","","","","","","","","","","","","","","B verso","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8r9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8qs","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8qs_2397031_master.tif","14","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8qs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc8st","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc8st_2397105_master.tif","16","","","","","","","","","","","","","","","C verso","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc8st",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc1xh","ark:/21198/zz002kc1w0","10","Completed with minimal metadata","Page","medren/masters/21198-zz002kc1xh_2396191_master.tif","20","","","","","","","","still image","","","","","","","illumination - 1v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc1xh",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc1z1","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc1z1_2396194_master.tif","99","","","","","","","","still image","","","","","","","35v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc1z1",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc201","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc201_2396197_master.tif","100","","","","","","","","still image","","","","","","","57v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc201",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002kc21j","ark:/21198/zz002kc1w0","2","Completed","Page","medren/masters/21198-zz002kc21j_2396200_master.tif","200","","","","","","","","still image","","","","","","","91v","","","","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kc21j",""
