"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knfj6","ark:/21198/zz001hqgb8","1","In progress","Page","","1","","","","","","","","","","","","","","","MS 67 Front Coverboard - IMAGE MISSING","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz002knfkq","ark:/21198/zz001hqgb8","1","In progress","Page","","2","","","","","","","","","","","","","","","MS 67 Inside Front Coverboard - IMAGE MISSING","","","","","","","","","","","","","","","","","","missing","",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgcs","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgcs_1301132_master.tif","3","","","","","","","","books of hours","","pd","","","","","MS 67 folio 1","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgcs",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgd9","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgd9_1301168_master.tif","4","","","","","","","","books of hours","","pd","","","","","MS 67 folio 1v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgd9",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgft","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgft_1301177_master.tif","5","","","","","","","","books of hours","","pd","","","","","MS 67 folio 2","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgft",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqggb","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqggb_1301189_master.tif","6","","","","","","","","books of hours","","pd","","","","","MS 67 folio 2v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqggb",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqghv","ark:/21198/zz001hqgb8","4","Derived","Page","medren/masters/21198-zz001hqghv_1301200_master.tif","7","","","","","","","","books of hours","","pd","","","","","MS 67 folio 3","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqghv",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgjc","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgjc_1301210_master.tif","8","","","","","","","","books of hours","","pd","","","","","MS 67 folio 3v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgjc",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgkw","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgkw_1301219_master.tif","9","","","","","","","","books of hours","","pd","","","","","MS 67 folio 4","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgkw",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz001hqgmd","ark:/21198/zz001hqgb8","2","Completed","Page","medren/masters/21198-zz001hqgmd_1301225_master.tif","10","","","","","","","","books of hours","","pd","","","","","MS 67 folio 4v","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hqgmd",""
