File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Rights.copyrightStatus,Type.typeOfResource,Bucketeer State,IIIF Access URL
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_001.tif,Page,Page 1,1,ark:/21198/n1gs4h,ark:/21198/n1gs4h/zr288h9w,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fzr288h9w
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_002.tif,Page,Page 2,2,ark:/21198/n1gs4h,ark:/21198/n1gs4h/p851wb1z,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fp851wb1z
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_003.tif,Page,Page 3,3,ark:/21198/n1gs4h,ark:/21198/n1gs4h/g0739g8p,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fg0739g8p
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_004.tif,Page,Page 4,4,ark:/21198/n1gs4h,ark:/21198/n1gs4h/8r81zk2f,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2F8r81zk2f
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_005.tif,Page,Page 5,5,ark:/21198/n1gs4h,ark:/21198/n1gs4h/fp648376,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Ffp648376
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_006.tif,Page,Page 6,6,ark:/21198/n1gs4h,ark:/21198/n1gs4h/j489z98r,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fj489z98r
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_007.tif,Page,Page 7,7,ark:/21198/n1gs4h,ark:/21198/n1gs4h/k789b284,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fk789b284
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_008.tif,Page,Page 8,8,ark:/21198/n1gs4h,ark:/21198/n1gs4h/bj371s91,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fbj371s91
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_009.tif,Page,Page 9,9,ark:/21198/n1gs4h,ark:/21198/n1gs4h/b359sx5k,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fb359sx5k
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_010.tif,Page,Page 10,10,ark:/21198/n1gs4h,ark:/21198/n1gs4h/2w667c3w,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2F2w667c3w
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_011.tif,Page,Page 11,11,ark:/21198/n1gs4h,ark:/21198/n1gs4h/m3200k3s,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fm3200k3s
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_012.tif,Page,Page 12,12,ark:/21198/n1gs4h,ark:/21198/n1gs4h/hd77nv05,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2Fhd77nv05
Masters/othermasters/dl_toganoo/masters/ucla_3680034/ucla_3680034_013.tif,Page,Page 13,13,ark:/21198/n1gs4h,ark:/21198/n1gs4h/5999h84p,public domain,text,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1gs4h%2F5999h84p
