Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rvt4,ark:/21198/zz000s2z5v,2,Completed,Work,,30,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rvvn,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 6, Number 4","July-August, 1986",,,,1986-07/1986-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rvt4/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rvxp,ark:/21198/zz000s2z5v,2,Completed,Work,,31,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rvz6,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 6, Number 5","September-October, 1986",,,,1986-09/1986-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rvxp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rw1q,ark:/21198/zz000s2z5v,2,Completed,Work,,32,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rw27,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 6, Number 6","November-December, 1986",,,,1986-11/1986-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rw1q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rw48,ark:/21198/zz000s2z5v,2,Completed,Work,,33,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rw5s,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 1","January-February, 1987",,,,1987-01/1987-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rw48/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rw7t,ark:/21198/zz000s2z5v,2,Completed,Work,,34,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rw8b,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 2","March-April, 1987",,,,1987-03/1987-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rw7t/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rwbc,ark:/21198/zz000s2z5v,2,Completed,Work,,35,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rwcw,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 3","May-June, 1987",,,,1987-05/1987-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rwbc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rwfx,ark:/21198/zz000s2z5v,2,Completed,Work,,36,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rwgf,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 4","July-August, 1987",,,,1987-07/1987-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rwfx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rwmh,ark:/21198/zz000s2z5v,2,Completed,Work,,37,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rwn1,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 5","September-October, 1987",,,,1987-09/1987-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rwmh/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rws3,ark:/21198/zz000s2z5v,2,Completed,Work,,38,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rwtm,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 7, Number 6","November-December, 1987",,,,1987-11/1987-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rws3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rwzp,ark:/21198/zz000s2z5v,2,Completed,Work,,39,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rx0p,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 8, Number 1","January-February, 1988",,,,1988-01/1988-02,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rwzp/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rx4r,ark:/21198/zz000s2z5v,2,Completed,Work,,40,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rx58,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 8, Number 2","March- April, 1988",,,,1988-03/1988-04,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rx4r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rx9b,ark:/21198/zz000s2z5v,2,Completed,Work,,41,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rxgx,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 8, Number 3","May-June, 1988",,,,1988-05/1988-06,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rx9b/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rxm0,ark:/21198/zz000s2z5v,2,Completed,Work,,42,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rxnh,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 9, Number 4","July-August, 1988",,,,1988-07/1988-08,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rxm0/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rxsk,ark:/21198/zz000s2z5v,2,Completed,Work,,43,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rxt3,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 9, Number 5","September-October, 1988",,,,1988-09/1988-10,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rxsk/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015rz05,ark:/21198/zz000s2z5v,2,Completed,Work,,44,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rz1p,text,,copyrighted,Y,published,Covina (Calif.)|~|San Gabriel (Calif.)|~|San Gabriel River Valley (Calif.),,,Southern California Women for Understanding,San Gabriel Valley Quilt [newsletter],,eng,,Southern California Women for Understanding,,,,June L. Mazer Lesbian Archives,"Volume 9, Number 6","November-December, 1988",,,,1988-11/1988-12,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015rz05/manifest
