"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rrzr","ark:/21198/zz0015rrx7","2","Completed","Page","scwu/images/masters/21198-zz0015rrzr-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rrzr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs0r","ark:/21198/zz0015rrx7","2","Completed","Page","scwu/images/masters/21198-zz0015rs0r-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs0r"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs2s","ark:/21198/zz0015rs18","2","Completed","Page","scwu/images/masters/21198-zz0015rs2s-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs2s"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs39","ark:/21198/zz0015rs18","2","Completed","Page","scwu/images/masters/21198-zz0015rs39-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs39"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs5b","ark:/21198/zz0015rs4t","2","Completed","Page","scwu/images/masters/21198-zz0015rs5b-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs5b"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs6v","ark:/21198/zz0015rs4t","2","Completed","Page","scwu/images/masters/21198-zz0015rs6v-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs6v"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs8w","ark:/21198/zz0015rs7c","2","Completed","Page","scwu/images/masters/21198-zz0015rs8w-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs8w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rs9d","ark:/21198/zz0015rs7c","2","Completed","Page","scwu/images/masters/21198-zz0015rs9d-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rs9d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rscf","ark:/21198/zz0015rsbx","2","Completed","Page","scwu/images/masters/21198-zz0015rscf-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rscf"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015rsdz","ark:/21198/zz0015rsbx","2","Completed","Page","scwu/images/masters/21198-zz0015rsdz-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015rsdz"
