Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,viewingHint,Text direction,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName,IIIF Manifest URL,IIIF Access URL
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srk40,ark:/21198/zz000wrmkf,7,Completed,Work,,paged,right-to-left,,,,pd,Koran $x Recitation $x Early works to 1800,Manuscripts,"University of California, Los Angeles. $b Library Special Collections","Qārī, Muḥammad Ḥasan ʿAlī Kūrsārī",,,,,,,,per,Nastaʿlīq,,399,Baḥr al-nūr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 399",1116 [1704 or 1705],18.7 x 12 cm.,rtl,,,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1039 AH), p. 8.",بحر النور,,,,,,,,,,,,,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000srk40/manifest,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w09ww
