"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00252zt0/5q61p25x","ark:/21198/zz00252zt0","","","Page","leung/21198-zz00252zt0_1558794_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zt0%2F5q61p25x",""
"Tom Leung Collection","ark:/21198/zz00252zt0/t2815k9x","ark:/21198/zz00252zt0","","","Page","leung/21198-zz00252zt0_1558797_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zt0%2Ft2815k9x",""
