"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00231cd9/9437br9p","ark:/21198/zz00231cd9","","","Page","leung/21198-zz00231cd9_1558182_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cd9%2F9437br9p",""
"Tom Leung Collection","ark:/21198/zz00231cd9/gx80sj5z","ark:/21198/zz00231cd9","","","Page","leung/21198-zz00231cd9_1558185_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cd9%2Fgx80sj5z",""
