"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00231f3m/dc48309j","ark:/21198/zz00231f3m","","","Page","leung/21198-zz00231f3m_1558287_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f3m%2Fdc48309j",""
"Tom Leung Collection","ark:/21198/zz00231f3m/x726672d","ark:/21198/zz00231f3m","","","Page","leung/21198-zz00231f3m_1558278_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f3m%2Fx726672d",""
