"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00252xzk/0s60dc4p","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558608_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F0s60dc4p",""
"Tom Leung Collection","ark:/21198/zz00252xzk/5k28cv3t","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558611_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F5k28cv3t",""
"Tom Leung Collection","ark:/21198/zz00252xzk/8q85s99m","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558605_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F8q85s99m",""
"Tom Leung Collection","ark:/21198/zz00252xzk/mn35h44c","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558614_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2Fmn35h44c",""
