"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00231g0j/01994j1g","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558470_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2F01994j1g",""
"Tom Leung Collection","ark:/21198/zz00231g0j/d685v62c","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558467_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fd685v62c",""
"Tom Leung Collection","ark:/21198/zz00231g0j/mn41dg1b","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558476_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fmn41dg1b",""
"Tom Leung Collection","ark:/21198/zz00231g0j/mt45kn6v","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558473_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fmt45kn6v",""
