"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz0025320g/9701cr4m","ark:/21198/zz0025320g","","","Page","leung/21198-zz0025320g_1559274_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025320g%2F9701cr4m",""
"Tom Leung Collection","ark:/21198/zz0025320g/cw59tx2s","ark:/21198/zz0025320g","","","Page","leung/21198-zz0025320g_1559280_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025320g%2Fcw59tx2s",""
"Tom Leung Collection","ark:/21198/zz0025320g/d890596b","ark:/21198/zz0025320g","","","Page","leung/21198-zz0025320g_1559271_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025320g%2Fd890596b",""
"Tom Leung Collection","ark:/21198/zz0025320g/pz642s0t","ark:/21198/zz0025320g","","","Page","leung/21198-zz0025320g_1559277_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025320g%2Fpz642s0t",""
