"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00252z0k/3949mr6z","ark:/21198/zz00252z0k","","","Page","leung/21198-zz00252z0k_1558620_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z0k%2F3949mr6z",""
"Tom Leung Collection","ark:/21198/zz00252z0k/68072r6g","ark:/21198/zz00252z0k","","","Page","leung/21198-zz00252z0k_1558617_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z0k%2F68072r6g",""
