"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00253smx/c228ww61","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560028_master.tif","5","","","","","","","","Page 5","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fc228ww61",""
"Tom Leung Collection","ark:/21198/zz00253smx/d027xf2x","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560019_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fd027xf2x",""
"Tom Leung Collection","ark:/21198/zz00253smx/d770wz0q","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560022_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fd770wz0q",""
"Tom Leung Collection","ark:/21198/zz00253smx/pv174r28","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560025_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fpv174r28",""
"Tom Leung Collection","ark:/21198/zz00253smx/qf426v36","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560032_master.tif","6","","","","","","","","Page 6","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fqf426v36",""
"Tom Leung Collection","ark:/21198/zz00253smx/vd989r39","ark:/21198/zz00253smx","","","Page","leung/21198-zz00253smx_1560016_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253smx%2Fvd989r39",""
