"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00253skd/dv924945","ark:/21198/zz00253skd","","","Page","leung/21198-zz00253skd_1560010_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253skd%2Fdv924945",""
"Tom Leung Collection","ark:/21198/zz00253skd/gx14qs3f","ark:/21198/zz00253skd","","","Page","leung/21198-zz00253skd_1560013_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00253skd%2Fgx14qs3f",""
