"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz002539t8/8n11xr7v","ark:/21198/zz002539t8","","","Page","leung/image/srgb/21198-zz002539t8_1559757_master.tif","1","","","","","","","","Page 1","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539t8%2F8n11xr7v",""
"Tom Leung Collection","ark:/21198/zz002539t8/sd63d626","ark:/21198/zz002539t8","","","Page","leung/21198-zz002539t8_1559764_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002539t8%2Fsd63d626",""
