"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz0025322h/ph31nk7m","ark:/21198/zz0025322h","","","Page","leung/21198-zz0025322h_1559286_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025322h%2Fph31nk7m",""
"Tom Leung Collection","ark:/21198/zz0025322h/rw132b9k","ark:/21198/zz0025322h","","","Page","leung/21198-zz0025322h_1559289_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025322h%2Frw132b9k",""
