"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz002530js/jg36z26f","ark:/21198/zz002530js","","","Page","leung/21198-zz002530js_1559055_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530js%2Fjg36z26f",""
"Tom Leung Collection","ark:/21198/zz002530js/wn060j6g","ark:/21198/zz002530js","","","Page","leung/21198-zz002530js_1559058_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002530js%2Fwn060j6g",""
