"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tom Leung Collection","ark:/21198/zz00252zgt/0g58n09c","ark:/21198/zz00252zgt","","","Page","leung/21198-zz00252zgt_1558707_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zgt%2F0g58n09c",""
"Tom Leung Collection","ark:/21198/zz00252zgt/bp720c4k","ark:/21198/zz00252zgt","","","Page","leung/21198-zz00252zgt_1558710_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252zgt%2Fbp720c4k",""
