Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Language,Rights,Type.typeOfResource,Subject,Name.composer,Alt ID.local,Title,AltTitle.other,Description.note,Date.creation,Format.extent,Alt ID.oclc,Date.normalized,Format.medium,Description.contents,Format.dimensions,Description.binding,Opac url,Relation.isPartOf
Music Library Manuscripts,ark:/21198/zz002kb894,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_072.tif,73,,,,,,private,,,,,,,,,musicmss_ms_52_21_072,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8bn,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_073.tif,74,,,,,,private,,,,,,,,,musicmss_ms_52_21_073,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8c5,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_074.tif,75,,,,,,private,,,,,,,,,musicmss_ms_52_21_074,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8dp,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_075.tif,76,,,,,,private,,,,,,,,,musicmss_ms_52_21_075,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8f6,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_076.tif,77,,,,,,private,,,,,,,,,musicmss_ms_52_21_076,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8gq,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_077.tif,78,,,,,,private,,,,,,,,,musicmss_ms_52_21_077,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8h7,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_078.tif,79,,,,,,private,,,,,,,,,musicmss_ms_52_21_078,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8jr,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_079.tif,80,,,,,,private,,,,,,,,,musicmss_ms_52_21_079,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8k8,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_080.tif,81,,,,,,private,,,,,,,,,musicmss_ms_52_21_080,,,,,,,,,,,,
Music Library Manuscripts,ark:/21198/zz002kb8ms,ark:/21198/zz002jkckf,5,Imported,Page,muslibmss/image/musicmss_ms_52_21_081.tif,82,,,,,,private,,,,,,,,,musicmss_ms_52_21_081,,,,,,,,,,,,
