"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015wx8m","ark:/21198/zz0015wwpb","2","Completed","Page","scwu/images/masters/21198-zz0015wx8m-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wx8m"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015wx94","ark:/21198/zz0015wwpb","2","Completed","Page","scwu/images/masters/21198-zz0015wx94-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015wx94"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x07h","ark:/21198/zz0015wxbn","2","Completed","Page","scwu/images/masters/21198-zz0015x07h-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x07h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x081","ark:/21198/zz0015wxbn","2","Completed","Page","scwu/images/masters/21198-zz0015x081-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x081"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0d3","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0d3-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0d3"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0g4","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0g4-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0g4"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0hn","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0hn-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0hn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0j5","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0j5-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0j5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0kp","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0kp-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0kp"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0m6","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0m6-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0m6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015x0nq","ark:/21198/zz0015x0ck","2","Completed","Page","scwu/images/masters/21198-zz0015x0nq-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015x0nq"
